region,year,tourism_nights,gdp,population,temperature,precipitation
DE60,2011.0,7198476.0,98802.3,1705700.0,9.929158,27.119637
DE60,2012.0,2234653.0,101388.2,1718187.0,9.286629,26.13926
DE60,2013.0,8138845.0,105978.67,1734272.0,9.1237135,24.89853
DE60,2014.0,8190808.0,108256.55,1746342.0,10.824788,24.012566
DE60,2015.0,8622365.0,113005.03,1762791.0,10.065358,28.557777
DE60,2016.0,9035816.0,115165.74,1787408.0,9.948415,24.839401
DE60,2017.0,9318929.0,121730.04,1810438.0,9.907552,31.10218
DE60,2018.0,9782385.0,124598.26,1830584.0,10.658038,17.471313
DE60,2019.0,10528023.0,130230.23,1841179.0,10.633433,26.399612
DE60,2020.0,5104991.0,124465.13,1847253.0,10.87396,24.993896
DE60,2021.0,5605261.0,138202.46,1852478.0,9.780823,27.796745
DE60,2022.0,10492942.0,157659.51,1853935.0,10.696602,23.864746
DE60,2023.0,11168829.0,155055.06,1832675.0,10.769681,34.31797
DE71,2010.0,4333735.0,167508.6,3792941.0,8.760275,392.4732
DE71,2011.0,9109490.0,175423.48,3734199.0,10.594787,289.2685
DE71,2012.0,4985736.0,175987.51,3763611.0,9.911716,358.97253
DE71,2013.0,9694783.0,180391.65,3791381.0,9.432132,376.72806
DE71,2014.0,10152353.0,188308.46,3822479.0,11.085205,342.59033
DE71,2015.0,10577833.0,193618.59,3863818.0,10.79773,302.1803
DE71,2016.0,10741046.0,201645.74,3922369.0,10.222591,343.33612
DE71,2017.0,11410280.0,208087.33,3951234.0,10.381286,378.66022
DE71,2018.0,11634734.0,212232.2,3978050.0,11.478814,283.4282
DE71,2019.0,12057698.0,217318.41,3998724.0,11.042487,335.00482
DE71,2020.0,5888834.0,210669.88,4019961.0,11.336788,326.78033
DE71,2021.0,5938555.0,225940.61,4026618.0,9.738067,398.22864
DE71,2022.0,10391895.0,241284.15,4026564.0,11.535394,367.4984
DE71,2023.0,12055612.0,257106.77,4001146.0,11.4674225,422.25073
DE72,2010.0,169101.0,28929.07,1044269.0,8.071743,315.4602
DE72,2011.0,1122841.0,30416.92,1027159.0,9.840395,251.52206
DE72,2012.0,184484.0,30489.08,1025525.0,9.077053,321.66672
DE72,2013.0,1156735.0,31062.25,1023277.0,8.726874,315.96564
DE72,2014.0,1189867.0,32549.23,1023150.0,10.379757,308.50125
DE72,2015.0,1192900.0,33345.95,1029020.0,9.879663,274.46747
DE72,2016.0,1212052.0,34309.67,1040091.0,9.511167,293.05078
DE72,2017.0,1265224.0,36111.96,1043643.0,9.644886,320.59097
DE72,2018.0,1277954.0,37192.23,1045807.0,10.610675,239.85959
DE72,2019.0,1292503.0,38342.51,1047262.0,10.277742,281.7354
DE72,2020.0,811904.0,37556.8,1048646.0,10.507083,284.21307
DE72,2021.0,805828.0,39631.2,1048740.0,9.019356,356.95554
DE72,2022.0,1186554.0,41617.51,1050765.0,10.6524935,309.8545
DE72,2023.0,1296259.0,45110.9,1036748.0,10.652893,384.4547
DE73,2010.0,432280.0,35875.29,1224741.0,7.482189,543.5715
DE73,2011.0,3513318.0,37633.88,1208050.0,9.363095,420.36627
DE73,2012.0,528044.0,37859.88,1204635.0,8.653714,539.85596
DE73,2013.0,3708832.0,39056.74,1201823.0,8.225746,540.9966
DE73,2014.0,3869275.0,40370.58,1199796.0,9.944015,514.59503
DE73,2015.0,3938886.0,41733.01,1201050.0,9.48612,462.66364
DE73,2016.0,4008823.0,43789.28,1213712.0,9.131092,494.73383
DE73,2017.0,4211172.0,44219.95,1218211.0,9.173811,558.7082
DE73,2018.0,4089071.0,45350.71,1219405.0,10.089858,385.98538
DE73,2019.0,4277050.0,47450.33,1219823.0,9.765851,502.5568
DE73,2020.0,2500495.0,45891.69,1219473.0,9.956419,481.40143
DE73,2021.0,2541783.0,48366.86,1217796.0,8.600313,594.0275
DE73,2022.0,3785929.0,52918.14,1217688.0,10.122708,511.35635
DE73,2023.0,4046121.0,56137.12,1199039.0,10.212527,621.36176
DE80,2010.0,522936.0,35373.61,1651216.0,7.7822,1287.3497
DE80,2011.0,11881778.0,36866.92,1614789.0,9.484435,1242.8036
DE80,2012.0,595458.0,37245.72,1606899.0,8.915289,1087.1172
DE80,2013.0,12193636.0,38309.03,1600327.0,8.929367,1075.5043
DE80,2014.0,12605170.0,40089.64,1596505.0,10.310594,1155.819
DE80,2015.0,12664643.0,40819.0,1599138.0,9.826499,1105.8798
DE80,2016.0,13163817.0,41790.58,1612362.0,9.6712,950.36694
DE80,2017.0,13102133.0,45074.24,1610674.0,9.527205,1396.4424
DE80,2018.0,13048471.0,45346.23,1611119.0,10.245554,748.58093
DE80,2019.0,13245202.0,48269.85,1609675.0,10.448949,1109.847
DE80,2020.0,9665170.0,47310.9,1608138.0,10.451496,1000.4978
DE80,2021.0,9149559.0,50374.43,1610774.0,9.459264,1162.3115
DE80,2022.0,11918189.0,56144.3,1611160.0,10.160864,984.6907
DE80,2023.0,12029243.0,59033.64,1576049.0,10.284163,1312.4675
DE91,2010.0,530640.0,57498.78,1616720.0,7.7932606,531.5742
DE91,2011.0,3389154.0,61611.67,1579623.0,9.728275,390.99216
DE91,2012.0,560484.0,62286.0,1575968.0,9.156231,474.638
DE91,2013.0,3412223.0,63276.84,1574527.0,8.724634,509.5024
DE91,2014.0,3449947.0,66560.37,1574936.0,10.388373,479.59518
DE91,2015.0,3584111.0,64241.18,1579754.0,9.9114685,462.47006
DE91,2016.0,3627694.0,75669.72,1598164.0,9.712376,408.865
DE91,2017.0,3690057.0,74655.93,1595609.0,9.615126,556.7112
DE91,2018.0,3807118.0,79014.72,1595734.0,10.540443,318.24588
DE91,2019.0,3936473.0,80681.48,1596396.0,10.4232645,447.84164
DE91,2020.0,2343261.0,75805.49,1594929.0,10.559588,446.8956
DE91,2021.0,2328911.0,76914.54,1590577.0,9.263588,511.55377
DE91,2022.0,3393082.0,79471.06,1591424.0,10.529438,414.19125
DE91,2023.0,3692132.0,88913.07,1589602.0,10.661617,604.0278
DE92,2010.0,720288.0,65211.54,2142440.0,8.361233,563.33734
DE92,2011.0,3533432.0,68496.08,2093945.0,10.2486,442.27695
DE92,2012.0,810934.0,69707.43,2093431.0,9.74978,524.25287
DE92,2013.0,3578603.0,69635.73,2094931.0,9.225178,538.805
DE92,2014.0,3588671.0,73908.18,2099079.0,10.951513,521.471
DE92,2015.0,3757283.0,75444.7,2108413.0,10.365229,547.59406
DE92,2016.0,3834413.0,79266.84,2132290.0,10.129705,469.55872
DE92,2017.0,3953493.0,81772.48,2139976.0,10.136393,634.62164
DE92,2018.0,4000739.0,84169.83,2144120.0,10.967584,366.84512
DE92,2019.0,4215931.0,87090.31,2149805.0,10.894387,517.6277
DE92,2020.0,2211779.0,85024.75,2148238.0,11.06889,504.15707
DE92,2021.0,2332833.0,90318.4,2147704.0,9.816589,573.7524
DE92,2022.0,3563613.0,94900.06,2149859.0,11.02318,466.29907
DE92,2023.0,3894173.0,102470.37,2117034.0,11.0623,728.6768
DE93,2010.0,322953.0,37532.14,1693654.0,8.204274,961.98083
DE93,2011.0,3332149.0,39698.36,1669999.0,10.071997,913.4045
DE93,2012.0,376392.0,41109.11,1667127.0,9.516516,947.17505
DE93,2013.0,3343476.0,42145.23,1667332.0,9.272137,899.71735
DE93,2014.0,3321791.0,43327.15,1670199.0,10.925086,879.0207
DE93,2015.0,3400351.0,44489.82,1677715.0,10.250389,1034.7118
DE93,2016.0,3596496.0,45432.06,1699969.0,10.0638685,848.69006
DE93,2017.0,3659386.0,47440.19,1703945.0,10.019801,1104.5132
DE93,2018.0,3737020.0,49675.98,1706464.0,10.855197,610.27814
DE93,2019.0,3808711.0,51924.41,1710914.0,10.805582,936.41473
DE93,2020.0,2504391.0,51690.39,1716448.0,10.977931,910.3155
DE93,2021.0,2738883.0,54627.57,1722474.0,9.849224,1013.1588
DE93,2022.0,3686751.0,60095.96,1731531.0,10.815589,849.90594
DE93,2023.0,3818669.0,62734.63,1716631.0,10.935929,1247.5214
DE94,2010.0,402749.0,69607.35,2476001.0,8.412373,858.1066
DE94,2011.0,5428897.0,73416.3,2435261.0,10.245617,822.3076
DE94,2012.0,446869.0,75760.2,2437727.0,9.751194,929.8182
DE94,2013.0,5444264.0,76680.65,2442205.0,9.32381,795.23083
DE94,2014.0,5613759.0,79067.25,2446345.0,11.138281,872.4918
DE94,2015.0,5679549.0,81369.81,2460857.0,10.345711,913.66864
DE94,2016.0,6029384.0,84908.58,2496176.0,10.108923,817.21686
DE94,2017.0,6305237.0,88791.64,2506155.0,10.274588,975.33704
DE94,2018.0,6582951.0,91081.26,2516457.0,10.954393,565.3858
DE94,2019.0,6708108.0,94914.52,2525333.0,10.859565,859.06885
DE94,2020.0,4499372.0,94137.59,2533993.0,11.09083,872.59576
DE94,2021.0,4869035.0,99851.33,2542666.0,9.970013,993.3348
DE94,2022.0,6399394.0,112099.9,2554217.0,11.006828,826.7479
DE94,2023.0,6533153.0,117120.28,2559680.0,11.094372,1189.9529
DEA1,2010.0,2542091.0,179614.26,5172839.0,9.216643,393.46503
DEA1,2011.0,6029908.0,185773.52,5081231.0,11.0429535,367.07782
DEA1,2012.0,2900106.0,185796.47,5077103.0,10.3471,421.3829
DEA1,2013.0,6256214.0,188685.13,5081061.0,9.959075,371.36078
DEA1,2014.0,6454070.0,196035.87,5088748.0,11.664331,401.3815
DEA1,2015.0,6504416.0,202823.22,5108290.0,10.984792,389.225
DEA1,2016.0,6802147.0,206668.64,5173623.0,10.813863,383.28934
DEA1,2017.0,7109424.0,215166.94,5190790.0,11.065242,422.5769
DEA1,2018.0,7411792.0,222143.2,5198820.0,11.727199,294.9152
DEA1,2019.0,7656086.0,224830.93,5202321.0,11.399697,385.6268
DEA1,2020.0,3667880.0,220150.16,5207457.0,11.842021,363.7409
DEA1,2021.0,3902391.0,232645.78,5200090.0,10.424804,467.38052
DEA1,2022.0,7091472.0,252319.78,5197679.0,11.8056135,379.797
DEA1,2023.0,8117249.0,265299.75,5222540.0,11.867588,536.00024
DEA2,2010.0,2593372.0,149380.11,4383044.0,8.776841,472.48077
DEA2,2011.0,6523046.0,154743.81,4282911.0,10.691843,407.93228
DEA2,2012.0,2811287.0,157174.17,4299064.0,9.8419895,485.36014
DEA2,2013.0,6536079.0,162218.11,4315912.0,9.396088,451.24628
DEA2,2014.0,7287349.0,169188.44,4333015.0,11.121045,464.86377
DEA2,2015.0,7432280.0,176331.98,4361724.0,10.530474,432.46747
DEA2,2016.0,7428201.0,179390.43,4422371.0,10.297211,460.33478
DEA2,2017.0,7804993.0,187732.57,4439416.0,10.524729,488.05237
DEA2,2018.0,7916024.0,195464.91,4454228.0,11.30577,362.7567
DEA2,2019.0,8240372.0,198791.19,4468904.0,10.938153,468.96936
DEA2,2020.0,4141979.0,193684.86,4478847.0,11.478169,414.97992
DEA2,2021.0,4411760.0,203839.09,4475530.0,9.90732,556.6425
DEA2,2022.0,7214787.0,219309.3,4472956.0,11.469182,453.24518
DEA2,2023.0,7967259.0,230626.17,4461422.0,11.371233,592.69617
DEA3,2010.0,445902.0,71745.55,2597636.0,8.94113,402.44482
DEA3,2011.0,2297990.0,74979.81,2568358.0,10.7456455,365.87143
DEA3,2012.0,408774.0,75952.18,2572221.0,10.146109,415.73334
DEA3,2013.0,2294656.0,76144.12,2572390.0,9.752061,359.82132
DEA3,2014.0,2350393.0,78421.05,2574148.0,11.436768,405.6158
DEA3,2015.0,2434659.0,81176.4,2580664.0,10.736606,418.97678
DEA3,2016.0,2514309.0,83888.23,2614229.0,10.548431,374.0368
DEA3,2017.0,2592004.0,87799.32,2619376.0,10.788109,433.89224
DEA3,2018.0,2574385.0,89641.44,2621153.0,11.544826,276.94702
DEA3,2019.0,2620449.0,93094.57,2623619.0,11.240122,376.46674
DEA3,2020.0,1540317.0,92290.29,2624625.0,11.552752,377.5568
DEA3,2021.0,1801846.0,97033.53,2624719.0,10.237726,451.18237
DEA3,2022.0,2456727.0,104545.79,2631237.0,11.563406,380.6877
DEA3,2023.0,2646959.0,110280.6,2640307.0,11.569544,546.0882
DEA4,2010.0,399003.0,60673.52,2043212.0,8.222798,430.8281
DEA4,2011.0,2443403.0,64386.97,2031337.0,10.158313,339.12277
DEA4,2012.0,425117.0,65787.37,2027126.0,9.525293,403.3928
DEA4,2013.0,2455696.0,67646.98,2025415.0,9.016814,381.3839
DEA4,2014.0,2464906.0,71032.67,2024392.0,10.7819,400.4736
DEA4,2015.0,2521531.0,72459.6,2029648.0,10.174966,397.1176
DEA4,2016.0,2571244.0,74978.62,2057996.0,9.971853,359.26245
DEA4,2017.0,2672761.0,77633.02,2054205.0,10.024112,461.32278
DEA4,2018.0,2661906.0,80172.49,2054343.0,10.838248,284.7729
DEA4,2019.0,2694210.0,82637.48,2055310.0,10.646477,390.43616
DEA4,2020.0,1497575.0,82824.04,2055724.0,10.88011,385.08893
DEA4,2021.0,1610784.0,85658.14,2054178.0,9.573896,443.85718
DEA4,2022.0,2422595.0,91191.97,2057480.0,10.926477,373.41595
DEA4,2023.0,2605766.0,96242.02,2070052.0,10.909388,549.69885
DEA5,2010.0,1065637.0,103525.18,3676032.0,7.569398,531.36444
DEA5,2011.0,3951386.0,108468.5,3581355.0,9.529723,467.4902
DEA5,2012.0,1146528.0,109537.26,3569424.0,8.701222,569.9005
DEA5,2013.0,3946055.0,111082.38,3559551.0,8.269232,491.94336
DEA5,2014.0,3996564.0,115922.96,3551553.0,10.098052,528.4643
DEA5,2015.0,4133812.0,118647.26,3557772.0,9.448269,493.88312
DEA5,2016.0,4198388.0,121107.72,3597297.0,9.205761,494.10248
DEA5,2017.0,4419217.0,125697.55,3586313.0,9.345139,569.2434
DEA5,2018.0,4536629.0,130043.36,3583590.0,10.152938,396.61597
DEA5,2019.0,4721044.0,132724.37,3582497.0,9.859008,502.72275
DEA5,2020.0,2679766.0,128988.66,3580568.0,10.159864,479.908
DEA5,2021.0,2748894.0,136498.94,3571053.0,8.778783,603.0226
DEA5,2022.0,4216937.0,146223.94,3565239.0,10.233961,512.97095
DEA5,2023.0,4690786.0,153256.52,3570099.0,10.233321,708.4274
DEB1,2010.0,1174834.0,39586.22,1490711.0,8.146427,438.6444
DEB1,2011.0,3825835.0,41160.8,1486160.0,10.018894,334.89227
DEB1,2012.0,1178675.0,41965.55,1480166.0,9.21585,429.4014
DEB1,2013.0,3641492.0,42975.14,1476237.0,8.721641,442.42096
DEB1,2014.0,3697090.0,45259.92,1474378.0,10.469027,433.2943
DEB1,2015.0,3859724.0,46457.09,1477202.0,9.962277,373.08026
DEB1,2016.0,3999859.0,47486.77,1488308.0,9.568934,427.34338
DEB1,2017.0,4096398.0,49793.61,1492187.0,9.813878,422.71805
DEB1,2018.0,4084276.0,51176.32,1493055.0,10.6254425,336.936
DEB1,2019.0,4155303.0,52890.04,1495885.0,10.267711,410.94684
DEB1,2020.0,2806202.0,52686.06,1498223.0,10.690767,382.514
DEB1,2021.0,2569163.0,54924.59,1500830.0,9.191131,484.89093
DEB1,2022.0,3543425.0,59923.14,1503189.0,10.864234,427.10687
DEB1,2023.0,3724596.0,63962.35,1522385.0,10.773631,513.94275
DEB2,2010.0,795048.0,13055.4,513794.0,7.6525583,301.87988
DEB2,2011.0,1875866.0,13845.12,518554.0,9.495548,235.58331
DEB2,2012.0,769958.0,13964.36,518370.0,8.634138,323.22693
DEB2,2013.0,1795983.0,14465.42,518289.0,8.090103,312.8147
DEB2,2014.0,1804477.0,14953.34,519136.0,9.945361,304.2126
DEB2,2015.0,1887616.0,15339.53,521863.0,9.362949,254.57095
DEB2,2016.0,1926237.0,15853.68,532715.0,8.9364195,313.89236
DEB2,2017.0,1937470.0,16066.29,528728.0,9.211719,293.07938
DEB2,2018.0,1978332.0,16579.54,529597.0,9.99946,246.99689
DEB2,2019.0,1983460.0,17155.57,531007.0,9.606708,309.58368
DEB2,2020.0,1500563.0,17056.71,533113.0,10.152752,283.11157
DEB2,2021.0,1410708.0,17406.26,534438.0,8.665524,343.4696
DEB2,2022.0,1978481.0,19033.23,536772.0,10.313204,300.06598
DEB2,2023.0,2022469.0,20317.07,524876.0,10.169844,351.26495
DEB3,2010.0,757561.0,62787.59,2008170.0,8.988165,410.10095
DEB3,2011.0,3239108.0,65261.72,1989471.0,10.816767,278.80096
DEB3,2012.0,764783.0,67443.57,1991497.0,10.143975,345.50952
DEB3,2013.0,3289095.0,68540.37,1995752.0,9.523265,384.62256
DEB3,2014.0,3325512.0,70788.94,2000852.0,11.24814,348.4659
DEB3,2015.0,3431730.0,73725.55,2012517.0,11.041158,276.7601
DEB3,2016.0,3489909.0,75762.48,2031780.0,10.32995,360.0502
DEB3,2017.0,3597917.0,77229.77,2045138.0,10.654836,354.1775
DEB3,2018.0,3690416.0,78238.04,2051027.0,11.617998,262.48743
DEB3,2019.0,3808416.0,80488.94,2057952.0,11.161403,323.72095
DEB3,2020.0,2418238.0,77989.62,2062567.0,11.530824,309.21747
DEB3,2021.0,2483451.0,95553.14,2063123.0,9.929448,402.42767
DEB3,2022.0,3653969.0,99314.86,2066524.0,11.747358,359.82703
DEB3,2023.0,3928818.0,97800.69,2061294.0,11.716671,381.48117
DEC0,2010.0,173280.0,30771.92,1022585.0,8.718392,235.7006
DEC0,2011.0,925676.0,32497.41,1001879.0,10.506353,174.3765
DEC0,2012.0,191054.0,32659.41,997855.0,9.669232,230.97134
DEC0,2013.0,943625.0,32315.19,994287.0,9.20521,234.83086
DEC0,2014.0,967901.0,33849.26,990718.0,10.94393,227.93198
DEC0,2015.0,992115.0,34676.71,989035.0,10.547757,177.3243
DEC0,2016.0,1039152.0,35092.41,995597.0,9.924768,224.71619
DEC0,2017.0,1087507.0,36336.76,996651.0,10.311732,219.4357
DEC0,2018.0,1096121.0,36840.47,994187.0,11.199379,184.39484
DEC0,2019.0,1125794.0,37019.19,990509.0,10.688446,219.72847
DEC0,2020.0,695033.0,35482.31,986887.0,11.251657,215.44838
DEC0,2021.0,709491.0,37064.36,983991.0,9.629642,248.90805
DEC0,2022.0,1094043.0,41191.45,982348.0,11.427257,225.74425
DEC0,2023.0,1143891.0,42360.75,1011891.0,11.269983,261.85703
DED2,2010.0,793555.0,38548.57,1631486.0,7.8626375,588.8233
DED2,2011.0,5528919.0,39913.6,1594568.0,9.693635,408.7534
DED2,2012.0,905601.0,40524.75,1591710.0,9.244713,497.87808
DED2,2013.0,5666297.0,41880.0,1591320.0,8.755415,501.63843
DED2,2014.0,5973986.0,43740.95,1590927.0,10.48775,415.50446
DED2,2015.0,5754496.0,46246.97,1592765.0,10.324196,410.7027
DED2,2016.0,5782268.0,47568.89,1602754.0,9.671981,461.29034
DED2,2017.0,5937788.0,49431.0,1600155.0,9.634928,502.3222
DED2,2018.0,6026941.0,51147.46,1598573.0,10.757015,299.01697
DED2,2019.0,6262095.0,53308.47,1598199.0,10.714163,395.70905
DED2,2020.0,4156198.0,52196.07,1596566.0,10.617593,419.41452
DED2,2021.0,3435421.0,54637.18,1589888.0,9.229457,486.85168
DED2,2022.0,5183225.0,59891.71,1583267.0,10.435324,436.80478
DED2,2023.0,5731006.0,63378.71,1588724.0,10.813072,501.66132
DED4,2011.0,2584324.0,34854.22,1505254.0,8.582262,412.7283
DED4,2012.0,235312.0,35088.94,1491442.0,8.10246,457.80756
DED4,2013.0,2599933.0,35409.4,1480210.0,7.514653,514.307
DED4,2014.0,2631358.0,37043.83,1468954.0,9.369894,434.3338
DED4,2015.0,2613411.0,38146.27,1463341.0,9.147129,387.8107
DED4,2016.0,2644198.0,39309.27,1465612.0,8.533918,455.6427
DED4,2017.0,2733267.0,40590.3,1454144.0,8.550119,466.21704
DED4,2018.0,2803986.0,41455.74,1444953.0,9.495213,307.6639
DED4,2019.0,2881476.0,42651.79,1436445.0,9.436732,406.9252
DED4,2020.0,1824427.0,41316.74,1426380.0,9.34667,415.92313
DED4,2021.0,1566366.0,43153.14,1413730.0,7.918182,531.71063
DED4,2022.0,2399665.0,46158.26,1402126.0,9.398891,411.00598
DED4,2023.0,2531707.0,49603.76,1397272.0,9.597752,489.61258
DED5,2011.0,2273038.0,26337.72,966434.0,10.320984,169.81506
DED5,2012.0,446956.0,27375.05,971030.0,9.867195,193.07327
DED5,2013.0,2692142.0,28483.7,978674.0,9.338109,214.62059
DED5,2014.0,2781003.0,30050.86,986504.0,11.022522,176.99051
DED5,2015.0,2836442.0,31131.13,999168.0,10.807363,171.41342
DED5,2016.0,2767458.0,32387.15,1016485.0,10.374644,171.30089
DED5,2017.0,2946345.0,34065.07,1027484.0,10.482564,188.15326
DED5,2018.0,3117894.0,35010.52,1037782.0,11.342954,118.98708
DED5,2019.0,3309179.0,36683.22,1043293.0,11.317841,165.44914
DED5,2020.0,1882542.0,35883.8,1049025.0,11.250669,172.10483
DED5,2021.0,1939559.0,38716.56,1053323.0,9.761658,221.18568
DED5,2022.0,3099435.0,42312.12,1057609.0,11.176541,168.02788
DED5,2023.0,3407197.0,45176.7,1063971.0,11.393054,213.34839
DEE0,2010.0,381519.0,51884.8,2356219.0,8.070955,1202.8179
DEE0,2011.0,4061124.0,52954.67,2297386.0,10.045427,832.5472
DEE0,2012.0,404310.0,55157.03,2276736.0,9.487034,965.20233
DEE0,2013.0,4080543.0,55654.69,2259393.0,9.090715,1090.9386
DEE0,2014.0,4230317.0,56836.4,2244577.0,10.701373,964.20764
DEE0,2015.0,4287901.0,57738.53,2235548.0,10.3581915,900.8713
DEE0,2016.0,4399657.0,59277.19,2245470.0,10.096217,838.5963
DEE0,2017.0,4606038.0,61432.72,2236252.0,10.079834,1034.256
DEE0,2018.0,4689735.0,62439.77,2223081.0,10.944492,612.03766
DEE0,2019.0,5002004.0,65362.31,2208321.0,10.973614,884.22107
DEE0,2020.0,3294902.0,64298.59,2194782.0,10.977933,885.4036
DEE0,2021.0,3257361.0,67753.64,2180684.0,9.613462,1111.946
DEE0,2022.0,4438710.0,74693.06,2169253.0,10.885478,820.3459
DEE0,2023.0,4658456.0,78240.58,2150239.0,11.058492,1150.3525
DEF0,2010.0,889695.0,73643.57,2832027.0,7.7213407,991.7221
DEF0,2011.0,7058187.0,76610.88,2800134.0,9.521969,970.5963
DEF0,2012.0,1043114.0,79334.26,2802266.0,8.882332,992.6539
DEF0,2013.0,7358741.0,80380.47,2806531.0,8.833706,897.8157
DEF0,2014.0,7815905.0,83125.41,2815955.0,10.530726,929.5673
DEF0,2015.0,8219337.0,85237.07,2830864.0,9.788815,1010.046
DEF0,2016.0,8676302.0,87826.02,2858714.0,9.6796465,890.8825
DEF0,2017.0,9035508.0,93302.89,2881926.0,9.650623,1114.0737
DEF0,2018.0,9342715.0,95864.58,2889821.0,10.22443,657.55176
DEF0,2019.0,9645453.0,100290.13,2896712.0,10.242892,960.73816
DEF0,2020.0,7040815.0,99902.9,2903773.0,10.5144825,904.1662
DEF0,2021.0,7638733.0,106087.22,2910875.0,9.501056,1027.9579
DEF0,2022.0,9493610.0,118278.68,2922005.0,10.236943,896.8821
DEF0,2023.0,9780253.0,122360.13,2939283.0,10.284055,1140.7776
DEG0,2010.0,465092.0,48831.71,2249882.0,7.162687,953.32336
DEG0,2011.0,5357846.0,51656.27,2195344.0,9.097578,667.51385
DEG0,2012.0,488304.0,52281.25,2181603.0,8.556228,811.1639
DEG0,2013.0,5393500.0,54250.35,2170460.0,8.008941,889.6542
DEG0,2014.0,5472755.0,57004.46,2160840.0,9.724612,815.6986
DEG0,2015.0,5539676.0,58405.76,2156759.0,9.477631,674.4146
DEG0,2016.0,5546813.0,60167.03,2170714.0,9.005671,783.4778
DEG0,2017.0,5680342.0,62180.44,2158128.0,9.081838,835.0296
DEG0,2018.0,5604009.0,63265.8,2151205.0,9.971867,555.3989
DEG0,2019.0,5909026.0,64932.47,2143145.0,9.828457,748.69824
DEG0,2020.0,3730572.0,63924.26,2133378.0,9.8552685,743.4597
DEG0,2021.0,3685162.0,66938.16,2120237.0,8.432847,951.7956
DEG0,2022.0,5081015.0,72013.01,2108863.0,10.023929,736.6457
DEG0,2023.0,5591052.0,77036.95,2118830.0,10.142849,878.0022
DK01,2010.0,3423790.0,93438.64,1680271.0,7.183861,215.59143
DK01,2011.0,2682181.0,93632.78,1699387.0,8.930054,206.8472
DK01,2012.0,4188393.0,97402.9,1714589.0,8.467557,199.62979
DK01,2013.0,2800679.0,101324.04,1732068.0,8.630142,176.6777
DK01,2014.0,2970993.0,105938.94,1749405.0,10.096171,204.78534
DK01,2015.0,3352533.0,111051.88,1768125.0,9.424957,214.83421
DK01,2016.0,3440370.0,114392.1,1789174.0,9.371225,170.95375
DK01,2017.0,3494430.0,120223.91,1807404.0,9.1467285,234.4885
DK01,2018.0,3781033.0,123457.23,1822659.0,9.873655,147.2416
DK01,2019.0,4227997.0,125615.29,1835562.0,9.939036,215.4703
DK01,2020.0,2578552.0,127485.7,1846023.0,10.329791,182.28436
DK01,2021.0,3771263.0,146644.39,1855084.0,9.199625,203.81546
DK01,2022.0,5328646.0,173875.0,1867948.0,9.820259,179.57497
DK01,2023.0,5466926.0,161701.45,1891871.0,9.601245,241.60576
DK02,2010.0,97104.0,24737.94,820564.0,7.5034637,460.2356
DK02,2011.0,406677.0,24839.66,819763.0,9.112704,451.15567
DK02,2012.0,90047.0,25240.13,817907.0,8.763191,379.9496
DK02,2013.0,462454.0,25824.42,816359.0,8.791193,373.34253
DK02,2014.0,493995.0,26231.82,816726.0,10.371347,403.81528
DK02,2015.0,545388.0,27955.95,820480.0,9.62759,471.84467
DK02,2016.0,579835.0,28216.91,827499.0,9.530408,355.1712
DK02,2017.0,615361.0,29465.76,832553.0,9.371113,503.67642
DK02,2018.0,592645.0,30024.7,835024.0,9.994731,308.10928
DK02,2019.0,612219.0,31199.18,836738.0,10.12116,423.56873
DK02,2020.0,498435.0,31542.32,837359.0,10.450371,397.5401
DK02,2021.0,597139.0,33328.46,838840.0,9.399274,431.75793
DK02,2022.0,689034.0,35350.75,843513.0,10.06108,370.12863
DK02,2023.0,640143.0,37958.91,849857.0,9.930201,465.5199
DK03,2010.0,513645.0,47164.9,1200277.0,7.1635904,757.8678
DK03,2011.0,1608873.0,48321.56,1200656.0,9.120234,779.52765
DK03,2012.0,553161.0,49074.31,1201342.0,8.506495,886.2276
DK03,2013.0,1699513.0,50215.87,1201419.0,8.480422,746.87384
DK03,2014.0,1807608.0,51116.79,1202509.0,10.249419,838.49146
DK03,2015.0,1884724.0,52196.62,1205728.0,9.397856,950.75415
DK03,2016.0,2025138.0,53739.33,1211770.0,9.349951,753.0613
DK03,2017.0,2101282.0,55438.86,1217224.0,9.235643,934.0067
DK03,2018.0,2150877.0,56228.07,1220763.0,9.789789,609.7269
DK03,2019.0,2242407.0,57816.3,1223348.0,9.800251,921.1302
DK03,2020.0,1757258.0,58418.2,1223105.0,10.137144,842.07056
DK03,2021.0,2162910.0,62296.37,1223634.0,8.970921,828.3882
DK03,2022.0,2634387.0,65230.79,1228362.0,9.782377,767.51807
DK03,2023.0,2521852.0,67422.7,1237413.0,9.704134,956.51624
DK04,2010.0,381425.0,49179.12,1253998.0,6.752535,848.6576
DK04,2011.0,1139240.0,51030.58,1260993.0,8.905855,873.77167
DK04,2012.0,407062.0,51630.26,1266682.0,8.193917,1042.613
DK04,2013.0,1209631.0,52392.41,1272510.0,8.281342,826.11084
DK04,2014.0,1267588.0,53661.53,1277538.0,9.9728,976.30597
DK04,2015.0,1358753.0,53972.68,1282750.0,9.061098,1133.5592
DK04,2016.0,1483529.0,58587.63,1293309.0,9.05903,884.30786
DK04,2017.0,1588807.0,60765.29,1304253.0,8.957429,1024.0021
DK04,2018.0,1533862.0,61933.2,1313596.0,9.501941,765.82623
DK04,2019.0,1619495.0,64574.46,1320678.0,9.456617,1093.8998
