region,year,tourism_nights,gdp,population,temperature,precipitation
AL01,2018.0,199081.0,2939.04,819793.0,12.073321,1041.8892
AL01,2019.0,259910.0,3121.44,813758.0,11.967571,891.8104
AL01,2020.0,148755.0,2907.94,804689.0,11.721833,865.5977
AL01,2021.0,206227.0,3389.55,797955.0,11.20598,1087.7075
AL01,2022.0,261012.0,4088.34,783970.0,11.735918,948.7667
AL01,2023.0,467356.0,4887.89,771020.0,12.157991,1039.6766
AL02,2018.0,269005.0,6397.56,1162544.0,13.601003,340.0116
AL02,2019.0,329702.0,6880.32,1170142.0,13.461976,249.06349
AL02,2020.0,164554.0,6821.56,1176240.0,13.267421,231.18973
AL02,2021.0,245447.0,7676.94,1178435.0,13.063329,327.19327
AL02,2022.0,372722.0,9082.9,1178623.0,13.520681,241.69731
AL02,2023.0,514057.0,10920.77,1177987.0,13.812347,309.04675
AL03,2018.0,336095.0,3680.25,887987.0,14.651146,1109.7985
AL03,2019.0,425425.0,3916.11,878527.0,14.417924,892.292
AL03,2020.0,416350.0,3650.03,865026.0,14.298354,741.519
AL03,2021.0,624934.0,4176.62,853351.0,14.268531,1095.396
AL03,2022.0,604128.0,4896.86,830999.0,14.520813,795.31573
AL03,2023.0,961626.0,5921.82,812778.0,14.772979,970.8157
AT11,2010.0,402394.0,6658.47,283697.0,10.044717,275.24756
AT11,2011.0,1599403.0,6981.42,284581.0,10.796762,161.73363
AT11,2012.0,405465.0,7258.26,285782.0,11.290372,186.69891
AT11,2013.0,1576460.0,7404.83,286691.0,10.796601,245.52727
AT11,2014.0,1606554.0,7647.68,287416.0,11.819309,278.83243
AT11,2015.0,1570521.0,8061.08,288356.0,11.775247,186.0571
AT11,2016.0,1648665.0,8320.75,291011.0,11.236356,233.92105
AT11,2017.0,1596596.0,8610.36,291942.0,11.290328,194.74506
AT11,2018.0,1547822.0,8832.27,292675.0,11.993505,224.15067
AT11,2019.0,1462606.0,9066.41,293433.0,12.204379,219.182
AT11,2020.0,1086774.0,8773.9,294436.0,11.5510435,219.10477
AT11,2021.0,1166915.0,9421.37,296010.0,11.003262,200.22583
AT11,2022.0,1437493.0,10347.35,297583.0,11.953203,199.96738
AT11,2023.0,1418992.0,11301.03,301250.0,12.142457,259.2535
AT12,2010.0,1465506.0,46074.28,1605897.0,8.158406,1218.9045
AT12,2011.0,2939500.0,48404.67,1609474.0,9.409328,869.76245
AT12,2012.0,1572197.0,49813.28,1614455.0,9.38363,1056.1399
AT12,2013.0,2825366.0,50433.47,1618592.0,9.082464,1208.5686
AT12,2014.0,2897254.0,52041.13,1625485.0,10.263476,1288.4607
AT12,2015.0,2902921.0,53778.42,1636778.0,10.345192,949.4419
AT12,2016.0,2919849.0,56034.19,1653691.0,9.648707,1238.6265
AT12,2017.0,2832967.0,58226.59,1665753.0,9.663345,978.40216
AT12,2018.0,2949185.0,60404.56,1670668.0,10.524649,1014.4787
AT12,2019.0,3091532.0,63210.19,1677542.0,10.536929,1020.0205
AT12,2020.0,2053673.0,59310.96,1684287.0,10.046499,1155.9324
AT12,2021.0,2171358.0,63439.6,1690879.0,9.256822,1095.0795
AT12,2022.0,2799336.0,69712.39,1698796.0,10.346236,1106.6351
AT12,2023.0,2967582.0,74445.97,1718373.0,10.716643,1182.3035
AT13,2010.0,8066047.0,76942.2,1689995.0,9.698163,27.944565
AT13,2011.0,1923315.0,79361.41,1702855.0,10.821574,17.416954
AT13,2012.0,9157705.0,80734.11,1717084.0,11.049324,19.47403
AT13,2013.0,2142709.0,81911.33,1741246.0,10.633967,25.0988
AT13,2014.0,2284780.0,83467.6,1766746.0,11.795166,27.923584
AT13,2015.0,2425667.0,86162.34,1797337.0,11.888275,19.213676
AT13,2016.0,2605639.0,90444.1,1840226.0,11.267426,23.498535
AT13,2017.0,2604517.0,91606.81,1867582.0,11.388835,19.459724
AT13,2018.0,2735121.0,95891.94,1888776.0,12.234535,20.043373
AT13,2019.0,2751494.0,98542.48,1897491.0,12.169728,21.37947
AT13,2020.0,1138689.0,95759.07,1911191.0,11.589618,24.80793
AT13,2021.0,1226876.0,103536.44,1920949.0,10.869039,23.49472
AT13,2022.0,2422142.0,110821.73,1931593.0,11.989245,21.382332
AT13,2023.0,2772649.0,119962.6,1982097.0,12.393216,25.419235
AT21,2010.0,3908137.0,16743.96,557998.0,5.364602,896.1773
AT21,2011.0,2897243.0,17560.32,556718.0,6.5150146,688.62726
AT21,2012.0,4038236.0,17862.94,556027.0,6.3650713,876.3828
AT21,2013.0,2832333.0,17915.47,555473.0,6.313158,877.70844
AT21,2014.0,2749729.0,18654.09,555881.0,7.2484703,1002.2764
AT21,2015.0,2805389.0,18935.65,557641.0,7.092556,706.8663
AT21,2016.0,2891645.0,19342.28,560482.0,6.6848326,900.71295
AT21,2017.0,2900617.0,20107.36,561077.0,6.36403,860.3401
AT21,2018.0,2963251.0,21056.21,560898.0,7.0578017,868.33856
AT21,2019.0,2960677.0,21722.58,560939.0,7.017222,934.0839
AT21,2020.0,2923843.0,21178.66,561293.0,6.864732,909.22833
AT21,2021.0,2686237.0,22568.48,562089.0,5.90081,808.2514
AT21,2022.0,3032996.0,25584.97,564513.0,7.2157264,762.0821
AT21,2023.0,2914438.0,28279.81,568984.0,7.248905,1057.0726
AT22,2010.0,2495875.0,37703.98,1205045.0,6.166854,1216.5565
AT22,2011.0,4555491.0,39825.12,1206611.0,7.173712,950.7933
AT22,2012.0,2576764.0,41349.81,1208696.0,7.160142,1214.3145
AT22,2013.0,4723473.0,41298.44,1210971.0,7.069395,1267.5781
AT22,2014.0,4588315.0,42745.58,1215246.0,8.110915,1377.8829
AT22,2015.0,4670195.0,43716.71,1221570.0,7.920952,1050.5056
AT22,2016.0,4827740.0,45702.77,1232012.0,7.514892,1266.1628
AT22,2017.0,4966072.0,47880.87,1237298.0,7.291824,1139.7009
AT22,2018.0,5031140.0,49180.94,1240214.0,8.017266,1247.7122
AT22,2019.0,5149725.0,51158.67,1243052.0,8.1630125,1143.1552
AT22,2020.0,3957201.0,48992.47,1246395.0,7.7032785,1190.0997
AT22,2021.0,3670647.0,52124.55,1247077.0,7.0218873,1109.4943
AT22,2022.0,5052694.0,57562.01,1252922.0,8.117153,1136.8418
AT22,2023.0,5011759.0,61170.79,1265198.0,8.17553,1411.7727
AT31,2010.0,1875229.0,49704.74,1409253.0,7.694632,902.6432
AT31,2011.0,2342572.0,52904.61,1410222.0,8.994178,740.7598
AT31,2012.0,2110560.0,54152.01,1413866.0,8.737029,952.50037
AT31,2013.0,2369504.0,55510.36,1418498.0,8.553734,994.9112
AT31,2014.0,2354282.0,57092.72,1425422.0,9.762395,938.3316
AT31,2015.0,2432095.0,59137.46,1437251.0,9.711716,756.94653
AT31,2016.0,2489017.0,61092.38,1453948.0,9.080499,1025.8103
AT31,2017.0,2520268.0,63441.65,1465045.0,9.005584,917.243
AT31,2018.0,2639140.0,66564.8,1473576.0,10.060891,838.0442
AT31,2019.0,2743930.0,68767.6,1482095.0,9.755418,883.27026
AT31,2020.0,1949109.0,66531.34,1490279.0,9.410496,944.6783
AT31,2021.0,2029757.0,71108.47,1495608.0,8.527376,939.9214
AT31,2022.0,2765348.0,77363.0,1505140.0,9.72972,935.9093
AT31,2023.0,2871778.0,81291.54,1522825.0,10.063853,1007.04767
AT32,2010.0,11199184.0,21555.73,526730.0,3.980367,758.4934
AT32,2011.0,3462041.0,22543.52,527886.0,5.3502665,616.1165
AT32,2012.0,11751085.0,23424.91,529704.0,4.8200645,833.1146
AT32,2013.0,3589979.0,23326.69,531898.0,4.7176256,803.44006
AT32,2014.0,3481395.0,23829.41,534270.0,5.913411,794.97815
AT32,2015.0,3525951.0,24928.54,538575.0,5.6476455,655.7989
AT32,2016.0,3719730.0,26099.3,545815.0,5.2485223,803.48584
AT32,2017.0,3802526.0,26911.47,549263.0,4.92048,807.89087
AT32,2018.0,3885852.0,27984.39,552579.0,5.996614,696.0821
AT32,2019.0,3952623.0,29028.88,555221.0,5.7594213,825.4137
AT32,2020.0,3211278.0,28079.62,558410.0,5.5170145,801.30865
AT32,2021.0,2631956.0,29439.53,560710.0,4.655927,774.1871
AT32,2022.0,3991887.0,34321.2,562606.0,5.983583,716.0053
AT32,2023.0,3973393.0,36156.39,568346.0,6.11564,863.101
AT33,2010.0,24709087.0,25182.82,704662.0,2.2042441,1415.0753
AT33,2011.0,2805182.0,26329.8,707517.0,3.7829866,1164.7568
AT33,2012.0,25364258.0,27460.66,711581.0,3.0614464,1469.2516
AT33,2013.0,2885356.0,28235.85,715888.0,2.8515909,1414.5278
AT33,2014.0,2832907.0,28847.25,722038.0,4.1152177,1380.2195
AT33,2015.0,2892648.0,30368.65,728826.0,3.9201632,1184.9193
AT33,2016.0,3000137.0,31517.75,739139.0,3.6384802,1406.9614
AT33,2017.0,3017394.0,32602.57,746153.0,3.2443032,1461.8864
AT33,2018.0,3059044.0,34043.59,751140.0,4.2180767,1236.8564
AT33,2019.0,3056766.0,35333.41,754705.0,3.8627493,1505.1965
AT33,2020.0,2395509.0,33361.16,757634.0,3.8346827,1419.4984
AT33,2021.0,2104747.0,33876.81,760105.0,2.849293,1421.2151
AT33,2022.0,2882171.0,39581.9,764102.0,4.3261003,1306.4337
AT33,2023.0,2891267.0,42713.9,771304.0,4.389467,1582.0828
AT34,2010.0,4193328.0,13347.29,368366.0,4.3009872,237.06436
AT34,2011.0,654960.0,14123.55,369300.0,5.9888916,209.12552
AT34,2012.0,4383626.0,14396.01,370926.0,5.222623,244.5097
AT34,2013.0,689772.0,15023.55,372603.0,4.8062897,230.1979
AT34,2014.0,686338.0,15657.56,375282.0,6.5382485,222.98718
AT34,2015.0,713394.0,16860.71,378592.0,6.0583596,206.73657
AT34,2016.0,738411.0,16973.61,384147.0,5.7265725,231.99272
AT34,2017.0,729605.0,17769.92,388752.0,5.2888994,242.60425
AT34,2018.0,748907.0,19134.15,391741.0,6.434934,193.49861
AT34,2019.0,723083.0,18732.98,394297.0,5.958873,242.72632
AT34,2020.0,527131.0,18188.87,397139.0,6.142067,218.13011
AT34,2021.0,477358.0,20568.34,399237.0,4.7993774,234.40361
AT34,2022.0,727294.0,23935.91,401674.0,6.439196,205.2107
AT34,2023.0,765972.0,22354.03,406395.0,6.623767,271.2221
BE21,2010.0,1397748.0,67753.39,1744862.0,9.532203,83.7307
BE21,2011.0,619052.0,71215.3,1773267.0,11.415704,75.27828
BE21,2012.0,1511652.0,72925.28,1787490.0,10.588984,89.19525
BE21,2013.0,660044.0,74371.24,1798605.0,10.083728,81.46858
BE21,2014.0,2158018.0,76300.51,1806634.0,11.8747015,90.49034
BE21,2015.0,805574.0,78966.51,1817033.0,11.169525,79.714775
BE21,2016.0,784925.0,81567.44,1828927.0,11.040265,88.560104
BE21,2017.0,844365.0,84264.3,1838863.0,11.33393,81.62117
BE21,2018.0,922543.0,87685.58,1849523.0,11.785424,71.395874
BE21,2019.0,950741.0,91305.71,1860470.0,11.514618,82.92103
BE21,2020.0,397272.0,89317.74,1873095.0,12.107684,77.68726
BE21,2021.0,674724.0,96690.57,1879318.0,10.73194,99.02382
BE21,2022.0,967404.0,109773.48,1890627.0,12.077842,82.22771
BE21,2023.0,990171.0,116240.75,1915921.0,12.102146,107.71656
BE22,2010.0,297761.0,22200.23,838505.0,9.317528,235.72922
BE22,2011.0,531384.0,23479.2,846851.0,11.264791,199.00513
BE22,2012.0,259670.0,23766.39,851558.0,10.39171,237.80536
BE22,2013.0,428487.0,24293.29,855213.0,9.916661,217.72575
BE22,2014.0,647449.0,25045.96,857844.0,11.6866455,235.52513
BE22,2015.0,448573.0,25326.09,861380.0,11.026886,220.82996
BE22,2016.0,449924.0,26188.47,866970.0,10.76179,242.2924
BE22,2017.0,384434.0,27382.67,869664.0,11.134013,232.70322
BE22,2018.0,427880.0,28397.82,872739.0,11.689125,189.00108
BE22,2019.0,451808.0,29396.34,875842.0,11.3663435,232.71655
BE22,2020.0,296260.0,28517.48,880602.0,11.971291,203.61804
BE22,2021.0,423606.0,31344.81,883228.0,10.477925,289.51453
BE22,2022.0,460076.0,35146.55,888913.0,11.9182205,219.88773
BE22,2023.0,430477.0,37264.11,898619.0,11.920459,289.13022
BE23,2010.0,737126.0,43336.99,1432326.0,9.606888,140.90538
BE23,2011.0,354977.0,45545.91,1448928.0,11.514021,118.78586
BE23,2012.0,796097.0,46224.05,1457428.0,10.621492,149.84512
BE23,2013.0,344458.0,47417.16,1463614.0,10.108968,125.97084
BE23,2014.0,1180932.0,48426.4,1471126.0,11.920134,148.19241
BE23,2015.0,421228.0,50332.39,1479049.0,11.240521,122.276306
BE23,2016.0,427271.0,52035.61,1489084.0,11.093825,132.71523
BE23,2017.0,452043.0,54430.85,1498483.0,11.447981,120.52822
BE23,2018.0,482550.0,55909.47,1506232.0,11.6729145,112.98275
BE23,2019.0,494228.0,58149.08,1516284.0,11.5183935,131.3572
BE23,2020.0,244980.0,56719.42,1526486.0,12.102834,131.0997
BE23,2021.0,424354.0,63479.66,1533876.0,10.792053,159.34467
BE23,2022.0,592186.0,71105.35,1545469.0,12.058679,129.61865
BE23,2023.0,584994.0,75592.12,1563346.0,12.134264,161.08894
BE24,2010.0,761525.0,38395.82,1076924.0,9.526637,197.65663
BE24,2011.0,457292.0,40165.72,1088692.0,11.4276705,164.03961
BE24,2012.0,917205.0,41738.73,1096284.0,10.541303,203.59802
BE24,2013.0,518368.0,42432.31,1102907.0,10.020291,180.3608
BE24,2014.0,1533470.0,43217.76,1108408.0,11.776657,205.28506
BE24,2015.0,571068.0,44661.63,1114590.0,11.123347,174.66354
BE24,2016.0,543255.0,46617.15,1122600.0,10.91305,196.84029
BE24,2017.0,615013.0,47997.86,1130644.0,11.3014555,172.90115
BE24,2018.0,686381.0,49664.72,1138546.0,11.7079115,161.19766
BE24,2019.0,732781.0,51956.95,1146643.0,11.436167,185.05287
BE24,2020.0,227518.0,49502.46,1156470.0,12.045021,171.56601
BE24,2021.0,327450.0,56297.34,1163186.0,10.623434,234.35974
BE24,2022.0,665395.0,59739.57,1173956.0,12.022657,181.48328
BE24,2023.0,714622.0,66454.71,1188079.0,12.001336,236.92035
BE25,2010.0,2053999.0,36732.74,1159366.0,9.746763,144.15741
BE25,2011.0,1889069.0,38353.94,1168002.0,11.561125,119.74621
BE25,2012.0,2069677.0,39204.27,1172795.0,10.658277,161.5839
BE25,2013.0,1846813.0,40109.03,1175903.0,10.181232,131.22177
BE25,2014.0,4159678.0,41446.47,1177935.0,12.03768,140.37991
BE25,2015.0,2013098.0,42158.58,1180957.0,11.352305,129.01782
BE25,2016.0,2034658.0,43782.18,1184418.0,11.255283,130.56183
BE25,2017.0,2037248.0,45181.69,1188407.0,11.637956,122.88189
BE25,2018.0,2217072.0,46501.64,1192254.0,11.585024,115.56816
BE25,2019.0,2224683.0,48423.6,1196995.0,11.625555,134.91058
BE25,2020.0,1376404.0,47249.8,1202352.0,12.1367855,142.20619
BE25,2021.0,2136502.0,51895.56,1205101.0,10.96204,155.79318
BE25,2022.0,2242107.0,57811.33,1210822.0,12.172123,128.8395
BE25,2023.0,2078078.0,62882.78,1222004.0,12.21584,155.53093
BE31,2010.0,213430.0,14890.58,379515.0,9.230715,59.684753
BE31,2011.0,173699.0,14302.67,383648.0,11.161093,50.079346
BE31,2012.0,230451.0,14959.08,386683.0,10.232836,61.429977
BE31,2013.0,162338.0,15562.06,389308.0,9.715185,52.541733
BE31,2014.0,411529.0,16226.23,391609.0,11.501302,60.16159
BE31,2015.0,191223.0,16282.04,394344.0,10.826345,53.556442
BE31,2016.0,202757.0,17396.42,397745.0,10.574066,59.469223
BE31,2017.0,220761.0,18182.44,399735.0,10.973633,54.635048
BE31,2018.0,226861.0,20396.29,401508.0,11.45475,48.311234
BE31,2019.0,221653.0,22739.27,404270.0,11.169403,55.618286
BE31,2020.0,106702.0,22295.93,406794.0,11.761656,51.47457
BE31,2021.0,184557.0,21627.82,408325.0,10.3172,75.68073
BE31,2022.0,273400.0,25594.19,410619.0,11.766264,54.63791
BE31,2023.0,266799.0,28280.52,413959.0,11.711332,71.611404
BE32,2010.0,362243.0,28111.15,1309880.0,9.294029,287.98865
BE32,2011.0,183544.0,29380.68,1319745.0,11.229158,236.8269
BE32,2012.0,355509.0,29589.38,1325819.0,10.242098,307.0011
BE32,2013.0,204495.0,29763.72,1331455.0,9.756054,266.00458
BE32,2014.0,607007.0,30613.66,1334423.0,11.465023,289.9494
BE32,2015.0,281176.0,31179.33,1337780.0,10.872732,251.30844
BE32,2016.0,333791.0,31766.29,1341267.0,10.599604,286.9339
BE32,2017.0,368039.0,32610.87,1342053.0,11.014291,250.56552
BE32,2018.0,367846.0,34039.13,1343756.0,11.391403,242.85031
BE32,2019.0,378105.0,34860.73,1346082.0,11.160402,280.2868
BE32,2020.0,202563.0,33538.92,1350295.0,11.7917,265.11194
BE32,2021.0,348936.0,36606.77,1349861.0,10.339368,346.92
BE32,2022.0,396924.0,40339.0,1354667.0,11.777705,258.5802
BE32,2023.0,360979.0,42680.18,1361026.0,11.728128,344.6703
BE33,2010.0,494598.0,26503.31,1067685.0,8.00418,201.65062
BE33,2011.0,495081.0,27951.21,1082136.0,10.059665,179.92307
BE33,2012.0,511197.0,28505.42,1088074.0,9.114021,215.48271
BE33,2013.0,531512.0,29040.1,1093191.0,8.565661,189.06593
BE33,2014.0,1040545.0,29503.13,1095661.0,10.412517,197.26372
BE33,2015.0,518482.0,29762.22,1098903.0,9.78069,187.73842
BE33,2016.0,544170.0,30474.32,1103490.0,9.447465,213.65929
BE33,2017.0,550023.0,31616.05,1106039.0,9.776611,211.36856
BE33,2018.0,555096.0,32783.56,1108371.0,10.442,172.39667
BE33,2019.0,557409.0,33930.07,1110068.0,10.134247,209.69772
BE33,2020.0,456294.0,32497.24,1113943.0,10.751998,189.84604
BE33,2021.0,626405.0,35607.1,1113324.0,9.188049,245.53108
BE33,2022.0,645839.0,39585.77,1116087.0,10.652277,194.36836
BE33,2023.0,630255.0,42132.1,1122360.0,10.6068125,239.02893
BE34,2010.0,155392.0,5747.32,269023.0,7.653133,303.13684
BE34,2011.0,445868.0,5969.45,273205.0,9.610709,272.36844
BE34,2012.0,160622.0,6090.65,275713.0,8.678682,340.64197
BE34,2013.0,428687.0,6171.25,277690.0,8.112645,311.8534
BE34,2014.0,592694.0,6278.9,278219.0,9.886873,311.9383
BE34,2015.0,366144.0,6411.27,280261.0,9.334818,279.24442
BE34,2016.0,366384.0,6618.57,283257.0,8.900473,330.6656
BE34,2017.0,343867.0,6831.42,284617.0,9.216942,311.09045
BE34,2018.0,338758.0,7090.83,285010.0,9.94012,274.1356
BE34,2019.0,331457.0,7370.62,286685.0,9.612545,326.79367
BE34,2020.0,279160.0,7187.34,289606.0,10.283827,308.9075
BE34,2021.0,416790.0,8030.3,291730.0,8.697742,362.27798
BE34,2022.0,408709.0,8999.68,294400.0,10.225483,312.34073
BE34,2023.0,375723.0,9448.9,297654.0,10.153379,366.9815
BE35,2010.0,138082.0,11054.27,472281.0,8.584821,245.94307
BE35,2011.0,241430.0,11447.65,479386.0,10.545227,216.62712
BE35,2012.0,141516.0,11733.55,482728.0,9.580554,266.4137
BE35,2013.0,237018.0,11965.66,484880.0,9.075333,234.26819
BE35,2014.0,386381.0,12100.88,486230.0,10.80186,248.74878
BE35,2015.0,249673.0,12246.11,488876.0,10.215261,226.27545
BE35,2016.0,251299.0,12672.9,492074.0,9.863719,253.59535
BE35,2017.0,261099.0,12959.16,494127.0,10.236694,238.7352
BE35,2018.0,267333.0,13441.62,495158.0,10.869809,211.93504
BE35,2019.0,263322.0,13774.38,496891.0,10.484263,252.38037
BE35,2020.0,187838.0,13433.41,499433.0,11.189125,235.81601
BE35,2021.0,275176.0,14805.79,500489.0,9.622457,312.8252
BE35,2022.0,297664.0,16387.73,503408.0,11.153389,234.41602
BE35,2023.0,277413.0,17643.96,506650.0,11.034187,295.48358
BG31,2010.0,47802.0,2794.98,865332.0,11.72822,929.25836
BG31,2011.0,345408.0,3006.4,848230.0,11.447481,556.55096
BG31,2012.0,58910.0,3002.7,836601.0,12.384291,714.6368
BG31,2013.0,407071.0,2956.07,816877.0,12.298153,788.4407
BG31,2014.0,359308.0,3060.39,801343.0,11.892477,1271.863
BG31,2015.0,369139.0,3089.05,785188.0,12.526893,782.98663
BG31,2016.0,390573.0,3223.35,768967.0,12.344278,867.35724
BG31,2017.0,391156.0,3539.81,753059.0,11.968361,870.72375
BG31,2018.0,383098.0,3923.8,736788.0,12.207428,879.87805
BG31,2019.0,382325.0,3943.37,720754.0,12.934767,726.37366
BG31,2020.0,304913.0,4218.35,704576.0,12.595891,754.6263
BG31,2021.0,403495.0,4963.5,696328.0,12.018857,848.6366
BG31,2022.0,476771.0,5979.94,682036.0,12.833202,647.51624
BG31,2023.0,495294.0,6528.61,671502.0,13.436945,826.5781
BG32,2010.0,89211.0,3012.52,873801.0,12.133595,699.09094
BG32,2011.0,416505.0,3271.91,862120.0,11.299945,561.61975
BG32,2012.0,119138.0,3404.59,853468.0,12.457135,634.51575
BG32,2013.0,411271.0,3427.09,830251.0,12.651955,638.5193
BG32,2014.0,419679.0,3555.54,814339.0,12.151183,937.8223
BG32,2015.0,448379.0,3640.27,797965.0,12.729362,601.4852
BG32,2016.0,506623.0,3798.87,781422.0,12.481027,652.8225
BG32,2017.0,489690.0,4050.16,765086.0,12.089259,664.2332
BG32,2018.0,521339.0,4304.77,748308.0,12.398472,669.6186
BG32,2019.0,543120.0,4562.86,731277.0,13.261882,536.86334
BG32,2020.0,334851.0,4619.74,714075.0,13.005332,548.68317
BG32,2021.0,453863.0,5356.29,705241.0,12.075226,751.19305
BG32,2022.0,524432.0,6128.0,694972.0,12.993731,403.20587
BG32,2023.0,522275.0,6894.9,686334.0,13.861815,603.91614
BG33,2010.0,3950026.0,4041.7,971932.0,12.350144,637.0392
BG33,2011.0,1110689.0,4439.2,966328.0,11.296327,535.2764
BG33,2012.0,5168093.0,4598.05,961965.0,12.596694,549.8581
BG33,2013.0,1139969.0,4571.95,938594.0,12.63376,510.2539
BG33,2014.0,1108336.0,4779.11,924847.0,12.336533,801.87036
BG33,2015.0,1162564.0,4976.75,910699.0,12.556362,555.4886
BG33,2016.0,1269770.0,5175.25,895980.0,12.497387,585.42444
BG33,2017.0,1264799.0,5541.52,881513.0,12.103886,529.82043
BG33,2018.0,1281632.0,5966.19,866648.0,12.489205,627.31555
BG33,2019.0,1339741.0,6310.94,851079.0,13.265777,434.8488
BG33,2020.0,1035084.0,6235.76,835432.0,13.099126,469.66934
BG33,2021.0,1230447.0,7140.54,832326.0,12.231951,718.1664
BG33,2022.0,1272327.0,8491.82,827640.0,12.973451,376.2188
BG33,2023.0,1287233.0,9476.86,823884.0,13.814102,508.78238
BG34,2010.0,4787357.0,4656.16,1087181.0,12.901862,1021.24786
BG34,2011.0,1210820.0,4940.56,1078597.0,11.795921,837.1401
BG34,2012.0,5955533.0,5193.04,1072850.0,13.098885,803.75006
BG34,2013.0,1325036.0,5215.86,1056227.0,13.070463,764.5016
BG34,2014.0,1415901.0,5453.67,1043896.0,12.93429,1288.1565
BG34,2015.0,1553068.0,5598.21,1031248.0,13.031152,885.396
BG34,2016.0,1805049.0,6342.99,1017950.0,13.0906315,837.93066
BG34,2017.0,1694712.0,6761.69,1004948.0,12.731825,910.61115
BG34,2018.0,1673176.0,6773.19,991373.0,13.107239,946.87366
BG34,2019.0,1887966.0,6825.11,977482.0,13.698505,743.9613
BG34,2020.0,1865414.0,6410.87,963654.0,13.479913,742.51556
BG34,2021.0,2554374.0,8200.47,959331.0,12.793514,1042.6445
BG34,2022.0,2856454.0,11756.53,953641.0,13.204559,622.71594
BG34,2023.0,3056701.0,11906.86,948410.0,13.908105,751.83105
BG41,2010.0,1294866.0,18375.48,2132634.0,9.818534,1153.6903
BG41,2011.0,1017675.0,20003.17,2133731.0,9.138903,689.16986
BG41,2012.0,1456164.0,20020.29,2131233.0,9.86271,909.52686
BG41,2013.0,1349876.0,19926.32,2113717.0,10.127701,902.04236
BG41,2014.0,1497107.0,20315.67,2103080.0,10.176944,1336.504
BG41,2015.0,1541938.0,22005.57,2092375.0,9.863843,1010.63824
BG41,2016.0,1796258.0,23381.8,2080898.0,9.96224,1015.61926
BG41,2017.0,1800193.0,25260.59,2069800.0,9.516407,1063.818
BG41,2018.0,1794418.0,27083.91,2058448.0,10.137133,1055.5878
BG41,2019.0,1851018.0,30874.79,2046676.0,10.416026,885.04315
BG41,2020.0,1128436.0,31314.45,2034417.0,9.946154,1032.528
BG41,2021.0,1674459.0,36176.33,2024977.0,9.483961,1148.9258
BG41,2022.0,2101594.0,41864.76,2018500.0,9.795723,903.26404
BG41,2023.0,2370296.0,47340.38,2016554.0,10.40753,1094.8314
BG42,2010.0,285412.0,5408.58,1490886.0,11.72607,1201.7479
BG42,2011.0,1065690.0,5817.98,1480425.0,10.785178,837.4405
BG42,2012.0,393869.0,6035.93,1471107.0,11.7706995,977.79846
BG42,2013.0,1293626.0,5958.23,1446890.0,12.132415,931.9439
BG42,2014.0,1418863.0,5859.65,1429948.0,11.939864,1532.7081
BG42,2015.0,1484333.0,6487.27,1412215.0,11.912949,1196.5437
BG42,2016.0,1686486.0,6829.13,1393542.0,12.086904,907.6672
BG42,2017.0,1698119.0,7347.19,1375112.0,11.682709,1129.1829
BG42,2018.0,1769476.0,7947.83,1355853.0,12.130465,1160.4786
BG42,2019.0,1886180.0,8677.36,1336909.0,12.558351,1024.1794
BG42,2020.0,1327352.0,9056.37,1317121.0,12.239382,1005.83936
BG42,2021.0,1754557.0,9506.81,1313914.0,11.642017,1198.4586
BG42,2022.0,2328611.0,11857.14,1305695.0,11.940989,825.1982
BG42,2023.0,2599877.0,12377.49,1301026.0,12.762253,901.0439
CH01,2010.0,6035181.0,85313.51,1462210.0,3.2196274,802.51886
CH01,2011.0,3643724.0,96202.81,1483680.0,5.194336,721.40314
CH01,2012.0,5568270.0,101672.18,1503500.0,4.323474,885.931
CH01,2013.0,3657282.0,99512.21,1519189.0,3.6246185,855.43445
CH01,2014.0,3744591.0,102671.12,1545817.0,4.7181497,825.4252
CH01,2015.0,3823922.0,116370.86,1570594.0,5.127726,703.53125
CH01,2016.0,3839105.0,117378.64,1593839.0,4.6802573,874.9218
CH01,2017.0,3970917.0,114705.95,1613522.0,4.6687217,782.136
CH01,2018.0,4138129.0,116611.73,1629841.0,5.4699783,850.4038
CH01,2019.0,4180376.0,122243.31,1642580.0,4.8633018,879.09314
CH01,2021.0,4702094.0,133459.15,1669608.0,4.215505,887.4693
CH01,2022.0,4930768.0,152400.57,1685625.0,5.894925,665.5388
CH02,2010.0,3095376.0,92223.92,1741923.0,6.080873,1022.5048
CH02,2011.0,2991105.0,105527.07,1755696.0,7.8343034,883.6832
CH02,2012.0,2944061.0,109035.26,1770429.0,7.0685215,1118.9928
CH02,2013.0,2972115.0,109274.2,1788791.0,6.4718575,1044.1189
CH02,2014.0,2927900.0,113140.18,1808480.0,7.75206,1033.1163
CH02,2015.0,2875344.0,128546.46,1826251.0,7.791638,890.87775
CH02,2016.0,2892928.0,125297.43,1842251.0,7.212892,1099.3022
CH02,2017.0,3014021.0,124453.37,1859557.0,7.2967553,998.3892
CH02,2018.0,3087885.0,123498.18,1868886.0,8.293926,901.28516
CH02,2019.0,3125557.0,130591.55,1877154.0,7.7518454,1002.5177
CH02,2021.0,3918497.0,141201.17,1895693.0,6.811208,1097.1727
CH02,2022.0,3862874.0,161227.8,1907491.0,8.610415,849.22504
CH03,2010.0,1208772.0,65235.61,1060753.0,8.710424,132.72095
CH03,2011.0,808267.0,74504.75,1070820.0,10.240573,104.82693
CH03,2012.0,1227330.0,76124.53,1079913.0,9.49621,144.29092
