region,year,temperature,precipitation
DE60,2012,9.286629,26.13926
DE60,2013,9.1237135,24.89853
DE60,2014,10.824788,24.012566
DE60,2015,10.065358,28.557777
DE60,2016,9.948415,24.839401
DE60,2017,9.907552,31.10218
DE60,2018,10.658038,17.471313
DE60,2019,10.633433,26.399612
DE60,2020,10.87396,24.993896
DE60,2021,9.780823,27.796745
DE60,2022,10.696602,23.864746
DE60,2023,10.769681,34.31797
DE71,2010,8.760275,392.4732
DE71,2011,10.594787,289.2685
DE71,2012,9.911716,358.97253
DE71,2013,9.432132,376.72806
DE71,2014,11.085205,342.59033
DE71,2015,10.79773,302.1803
DE71,2016,10.222591,343.33612
DE71,2017,10.381286,378.66022
DE71,2018,11.478814,283.4282
DE71,2019,11.042487,335.00482
DE71,2020,11.336788,326.78033
DE71,2021,9.738067,398.22864
DE71,2022,11.535394,367.4984
DE71,2023,11.4674225,422.25073
DE72,2010,8.071743,315.4602
DE72,2011,9.840395,251.52206
DE72,2012,9.077053,321.66672
DE72,2013,8.726874,315.96564
DE72,2014,10.379757,308.50125
DE72,2015,9.879663,274.46747
DE72,2016,9.511167,293.05078
DE72,2017,9.644886,320.59097
DE72,2018,10.610675,239.85959
DE72,2019,10.277742,281.7354
DE72,2020,10.507083,284.21307
DE72,2021,9.019356,356.95554
DE72,2022,10.6524935,309.8545
DE72,2023,10.652893,384.4547
DE73,2010,7.482189,543.5715
DE73,2011,9.363095,420.36627
DE73,2012,8.653714,539.85596
DE73,2013,8.225746,540.9966
DE73,2014,9.944015,514.59503
DE73,2015,9.48612,462.66364
DE73,2016,9.131092,494.73383
DE73,2017,9.173811,558.7082
DE73,2018,10.089858,385.98538
DE73,2019,9.765851,502.5568
DE73,2020,9.956419,481.40143
DE73,2021,8.600313,594.0275
DE73,2022,10.122708,511.35635
DE73,2023,10.212527,621.36176
DE80,2010,7.7822,1287.3497
DE80,2011,9.484435,1242.8036
DE80,2012,8.915289,1087.1172
DE80,2013,8.929367,1075.5043
DE80,2014,10.310594,1155.819
DE80,2015,9.826499,1105.8798
DE80,2016,9.6712,950.36694
DE80,2017,9.527205,1396.4424
DE80,2018,10.245554,748.58093
DE80,2019,10.448949,1109.847
DE80,2020,10.451496,1000.4978
DE80,2021,9.459264,1162.3115
DE80,2022,10.160864,984.6907
DE80,2023,10.284163,1312.4675
DE91,2010,7.7932606,531.5742
DE91,2011,9.728275,390.99216
DE91,2012,9.156231,474.638
DE91,2013,8.724634,509.5024
DE91,2014,10.388373,479.59518
DE91,2015,9.9114685,462.47006
DE91,2016,9.712376,408.865
DE91,2017,9.615126,556.7112
DE91,2018,10.540443,318.24588
DE91,2019,10.4232645,447.84164
DE91,2020,10.559588,446.8956
DE91,2021,9.263588,511.55377
DE91,2022,10.529438,414.19125
DE91,2023,10.661617,604.0278
DE92,2010,8.361233,563.33734
DE92,2011,10.2486,442.27695
DE92,2012,9.74978,524.25287
DE92,2013,9.225178,538.805
DE92,2014,10.951513,521.471
DE92,2015,10.365229,547.59406
DE92,2016,10.129705,469.55872
DE92,2017,10.136393,634.62164
DE92,2018,10.967584,366.84512
DE92,2019,10.894387,517.6277
DE92,2020,11.06889,504.15707
DE92,2021,9.816589,573.7524
DE92,2022,11.02318,466.29907
DE92,2023,11.0623,728.6768
DE93,2010,8.204274,961.98083
DE93,2011,10.071997,913.4045
DE93,2012,9.516516,947.17505
DE93,2013,9.272137,899.71735
DE93,2014,10.925086,879.0207
DE93,2015,10.250389,1034.7118
DE93,2016,10.0638685,848.69006
DE93,2017,10.019801,1104.5132
DE93,2018,10.855197,610.27814
DE93,2019,10.805582,936.41473
DE93,2020,10.977931,910.3155
DE93,2021,9.849224,1013.1588
DE93,2022,10.815589,849.90594
DE93,2023,10.935929,1247.5214
DE94,2010,8.412373,858.1066
DE94,2011,10.245617,822.3076
DE94,2012,9.751194,929.8182
DE94,2013,9.32381,795.23083
DE94,2014,11.138281,872.4918
DE94,2015,10.345711,913.66864
DE94,2016,10.108923,817.21686
DE94,2017,10.274588,975.33704
DE94,2018,10.954393,565.3858
DE94,2019,10.859565,859.06885
DE94,2020,11.09083,872.59576
DE94,2021,9.970013,993.3348
DE94,2022,11.006828,826.7479
DE94,2023,11.094372,1189.9529
DEA1,2010,9.216643,393.46503
DEA1,2011,11.0429535,367.07782
DEA1,2012,10.3471,421.3829
DEA1,2013,9.959075,371.36078
DEA1,2014,11.664331,401.3815
DEA1,2015,10.984792,389.225
DEA1,2016,10.813863,383.28934
DEA1,2017,11.065242,422.5769
DEA1,2018,11.727199,294.9152
DEA1,2019,11.399697,385.6268
DEA1,2020,11.842021,363.7409
DEA1,2021,10.424804,467.38052
DEA1,2022,11.8056135,379.797
DEA1,2023,11.867588,536.00024
DEA2,2010,8.776841,472.48077
DEA2,2011,10.691843,407.93228
DEA2,2012,9.8419895,485.36014
DEA2,2013,9.396088,451.24628
DEA2,2014,11.121045,464.86377
DEA2,2015,10.530474,432.46747
DEA2,2016,10.297211,460.33478
DEA2,2017,10.524729,488.05237
DEA2,2018,11.30577,362.7567
DEA2,2019,10.938153,468.96936
DEA2,2020,11.478169,414.97992
DEA2,2021,9.90732,556.6425
DEA2,2022,11.469182,453.24518
DEA2,2023,11.371233,592.69617
DEA3,2010,8.94113,402.44482
DEA3,2011,10.7456455,365.87143
DEA3,2012,10.146109,415.73334
DEA3,2013,9.752061,359.82132
DEA3,2014,11.436768,405.6158
DEA3,2015,10.736606,418.97678
DEA3,2016,10.548431,374.0368
DEA3,2017,10.788109,433.89224
DEA3,2018,11.544826,276.94702
DEA3,2019,11.240122,376.46674
DEA3,2020,11.552752,377.5568
DEA3,2021,10.237726,451.18237
DEA3,2022,11.563406,380.6877
DEA3,2023,11.569544,546.0882
DEA4,2010,8.222798,430.8281
DEA4,2011,10.158313,339.12277
DEA4,2012,9.525293,403.3928
DEA4,2013,9.016814,381.3839
DEA4,2014,10.7819,400.4736
DEA4,2015,10.174966,397.1176
DEA4,2016,9.971853,359.26245
DEA4,2017,10.024112,461.32278
DEA4,2018,10.838248,284.7729
DEA4,2019,10.646477,390.43616
DEA4,2020,10.88011,385.08893
DEA4,2021,9.573896,443.85718
DEA4,2022,10.926477,373.41595
DEA4,2023,10.909388,549.69885
DEA5,2010,7.569398,531.36444
DEA5,2011,9.529723,467.4902
DEA5,2012,8.701222,569.9005
DEA5,2013,8.269232,491.94336
DEA5,2014,10.098052,528.4643
DEA5,2015,9.448269,493.88312
DEA5,2016,9.205761,494.10248
DEA5,2017,9.345139,569.2434
DEA5,2018,10.152938,396.61597
DEA5,2019,9.859008,502.72275
DEA5,2020,10.159864,479.908
DEA5,2021,8.778783,603.0226
DEA5,2022,10.233961,512.97095
DEA5,2023,10.233321,708.4274
DEB1,2010,8.146427,438.6444
DEB1,2011,10.018894,334.89227
DEB1,2012,9.21585,429.4014
DEB1,2013,8.721641,442.42096
DEB1,2014,10.469027,433.2943
DEB1,2015,9.962277,373.08026
DEB1,2016,9.568934,427.34338
DEB1,2017,9.813878,422.71805
DEB1,2018,10.6254425,336.936
DEB1,2019,10.267711,410.94684
DEB1,2020,10.690767,382.514
DEB1,2021,9.191131,484.89093
DEB1,2022,10.864234,427.10687
DEB1,2023,10.773631,513.94275
DEB2,2010,7.6525583,301.87988
DEB2,2011,9.495548,235.58331
DEB2,2012,8.634138,323.22693
DEB2,2013,8.090103,312.8147
DEB2,2014,9.945361,304.2126
DEB2,2015,9.362949,254.57095
DEB2,2016,8.9364195,313.89236
DEB2,2017,9.211719,293.07938
DEB2,2018,9.99946,246.99689
DEB2,2019,9.606708,309.58368
DEB2,2020,10.152752,283.11157
DEB2,2021,8.665524,343.4696
DEB2,2022,10.313204,300.06598
DEB2,2023,10.169844,351.26495
DEB3,2010,8.988165,410.10095
DEB3,2011,10.816767,278.80096
DEB3,2012,10.143975,345.50952
DEB3,2013,9.523265,384.62256
DEB3,2014,11.24814,348.4659
DEB3,2015,11.041158,276.7601
DEB3,2016,10.32995,360.0502
DEB3,2017,10.654836,354.1775
DEB3,2018,11.617998,262.48743
DEB3,2019,11.161403,323.72095
DEB3,2020,11.530824,309.21747
DEB3,2021,9.929448,402.42767
DEB3,2022,11.747358,359.82703
DEB3,2023,11.716671,381.48117
DEC0,2010,8.718392,235.7006
DEC0,2011,10.506353,174.3765
DEC0,2012,9.669232,230.97134
DEC0,2013,9.20521,234.83086
DEC0,2014,10.94393,227.93198
DEC0,2015,10.547757,177.3243
DEC0,2016,9.924768,224.71619
DEC0,2017,10.311732,219.4357
DEC0,2018,11.199379,184.39484
DEC0,2019,10.688446,219.72847
DEC0,2020,11.251657,215.44838
DEC0,2021,9.629642,248.90805
DEC0,2022,11.427257,225.74425
DEC0,2023,11.269983,261.85703
DED2,2010,7.8626375,588.8233
DED2,2011,9.693635,408.7534
DED2,2012,9.244713,497.87808
DED2,2013,8.755415,501.63843
DED2,2014,10.48775,415.50446
DED2,2015,10.324196,410.7027
DED2,2016,9.671981,461.29034
DED2,2017,9.634928,502.3222
DED2,2018,10.757015,299.01697
DED2,2019,10.714163,395.70905
DED2,2020,10.617593,419.41452
DED2,2021,9.229457,486.85168
DED2,2022,10.435324,436.80478
DED2,2023,10.813072,501.66132
DED4,2010,6.7013316,548.0232
DED4,2011,8.582262,412.7283
DED4,2012,8.10246,457.80756
DED4,2013,7.514653,514.307
DED4,2014,9.369894,434.3338
DED4,2015,9.147129,387.8107
DED4,2016,8.533918,455.6427
DED4,2017,8.550119,466.21704
DED4,2018,9.495213,307.6639
DED4,2019,9.436732,406.9252
DED4,2020,9.34667,415.92313
DED4,2021,7.918182,531.71063
DED4,2022,9.398891,411.00598
DED4,2023,9.597752,489.61258
DED5,2010,8.367902,246.68884
DED5,2011,10.320984,169.81506
DED5,2012,9.867195,193.07327
DED5,2013,9.338109,214.62059
DED5,2014,11.022522,176.99051
DED5,2015,10.807363,171.41342
DED5,2016,10.374644,171.30089
DED5,2017,10.482564,188.15326
DED5,2018,11.342954,118.98708
DED5,2019,11.317841,165.44914
DED5,2020,11.250669,172.10483
DED5,2021,9.761658,221.18568
DED5,2022,11.176541,168.02788
DED5,2023,11.393054,213.34839
DEE0,2010,8.070955,1202.8179
DEE0,2011,10.045427,832.5472
DEE0,2012,9.487034,965.20233
DEE0,2013,9.090715,1090.9386
DEE0,2014,10.701373,964.20764
DEE0,2015,10.3581915,900.8713
DEE0,2016,10.096217,838.5963
DEE0,2017,10.079834,1034.256
DEE0,2018,10.944492,612.03766
DEE0,2019,10.973614,884.22107
DEE0,2020,10.977933,885.4036
DEE0,2021,9.613462,1111.946
DEE0,2022,10.885478,820.3459
DEE0,2023,11.058492,1150.3525
DEF0,2010,7.7213407,991.7221
DEF0,2011,9.521969,970.5963
DEF0,2012,8.882332,992.6539
DEF0,2013,8.833706,897.8157
DEF0,2014,10.530726,929.5673
DEF0,2015,9.788815,1010.046
DEF0,2016,9.6796465,890.8825
DEF0,2017,9.650623,1114.0737
DEF0,2018,10.22443,657.55176
DEF0,2019,10.242892,960.73816
DEF0,2020,10.5144825,904.1662
DEF0,2021,9.501056,1027.9579
DEF0,2022,10.236943,896.8821
DEF0,2023,10.284055,1140.7776
DEG0,2010,7.162687,953.32336
DEG0,2011,9.097578,667.51385
DEG0,2012,8.556228,811.1639
DEG0,2013,8.008941,889.6542
DEG0,2014,9.724612,815.6986
DEG0,2015,9.477631,674.4146
DEG0,2016,9.005671,783.4778
DEG0,2017,9.081838,835.0296
DEG0,2018,9.971867,555.3989
DEG0,2019,9.828457,748.69824
DEG0,2020,9.8552685,743.4597
DEG0,2021,8.432847,951.7956
DEG0,2022,10.023929,736.6457
DEG0,2023,10.142849,878.0022
DK01,2010,7.183861,215.59143
DK01,2011,8.930054,206.8472
DK01,2012,8.467557,199.62979
DK01,2013,8.630142,176.6777
DK01,2014,10.096171,204.78534
DK01,2015,9.424957,214.83421
DK01,2016,9.371225,170.95375
DK01,2017,9.1467285,234.4885
DK01,2018,9.873655,147.2416
DK01,2019,9.939036,215.4703
DK01,2020,10.329791,182.28436
DK01,2021,9.199625,203.81546
DK01,2022,9.820259,179.57497
DK01,2023,9.601245,241.60576
DK02,2010,7.5034637,460.2356
DK02,2011,9.112704,451.15567
DK02,2012,8.763191,379.9496
DK02,2013,8.791193,373.34253
DK02,2014,10.371347,403.81528
DK02,2015,9.62759,471.84467
DK02,2016,9.530408,355.1712
DK02,2017,9.371113,503.67642
DK02,2018,9.994731,308.10928
DK02,2019,10.12116,423.56873
DK02,2020,10.450371,397.5401
DK02,2021,9.399274,431.75793
DK02,2022,10.06108,370.12863
DK02,2023,9.930201,465.5199
DK03,2010,7.1635904,757.8678
DK03,2011,9.120234,779.52765
DK03,2012,8.506495,886.2276
DK03,2013,8.480422,746.87384
DK03,2014,10.249419,838.49146
DK03,2015,9.397856,950.75415
DK03,2016,9.349951,753.0613
DK03,2017,9.235643,934.0067
DK03,2018,9.789789,609.7269
DK03,2019,9.800251,921.1302
DK03,2020,10.137144,842.07056
DK03,2021,8.970921,828.3882
DK03,2022,9.782377,767.51807
DK03,2023,9.704134,956.51624
DK04,2010,6.752535,848.6576
DK04,2011,8.905855,873.77167
DK04,2012,8.193917,1042.613
DK04,2013,8.281342,826.11084
DK04,2014,9.9728,976.30597
DK04,2015,9.061098,1133.5592
DK04,2016,9.05903,884.30786
DK04,2017,8.957429,1024.0021
DK04,2018,9.501941,765.82623
DK04,2019,9.456617,1093.8998
DK04,2020,9.854816,979.1746
DK04,2021,8.681084,928.19977
DK04,2022,9.438789,948.4434
DK04,2023,9.300572,1167.2201
DK05,2010,6.9440637,497.9248
DK05,2011,9.067598,549.0427
DK05,2012,8.341292,637.00964
DK05,2013,8.440654,501.9016
DK05,2014,10.119772,622.1676
DK05,2015,9.188095,665.74475
DK05,2016,9.177403,535.9077
DK05,2017,9.098415,627.656
DK05,2018,9.543959,496.9225
DK05,2019,9.5005045,718.1921
DK05,2020,10.031837,596.3011
DK05,2021,8.896716,531.3444
DK05,2022,9.584081,578.0697
DK05,2023,9.323827,727.9577
EE00,2010,4.9186873,2986.1985
EE00,2011,6.87283,2582.4395
EE00,2012,5.31147,3377.7695
EE00,2013,6.630755,2302.0725
EE00,2014,6.8480487,2549.0693
EE00,2015,7.3965583,2495.0513
EE00,2016,6.457645,2899.4617
EE00,2017,6.31681,3005.353
EE00,2018,7.0129666,2101.324
EE00,2019,7.38128,2802.128
EE00,2020,8.244138,2865.199
EE00,2021,6.45681,2725.4678
EE00,2022,6.92166,2464.4204
EE00,2023,7.045106,2840.4902
EL30,2010,18.925295,102.7298
EL30,2011,17.463318,132.75337
EL30,2012,18.482368,112.89787
EL30,2013,18.542496,102.705
EL30,2014,18.468384,129.16756
EL30,2015,17.900562,120.30792
EL30,2016,18.45159,74.481964
EL30,2017,18.033182,100.24738
EL30,2018,18.668068,139.0581
EL30,2019,18.41092,149.49608
EL30,2020,18.354225,114.66122
EL30,2021,18.458212,94.27738
EL30,2022,18.263597,100.800514
EL30,2023,18.906115,91.29429
EL41,2010,18.617922,215.8184
EL41,2011,17.168701,163.63335
EL41,2012,18.078133,210.47592
EL41,2013,18.060013,202.48604
EL41,2014,18.24522,230.07202
EL41,2015,17.864939,209.24759
EL41,2016,18.153372,127.96974
EL41,2017,17.702616,187.66116
EL41,2018,18.62573,184.70477
EL41,2019,18.312246,261.11508
EL41,2020,18.255653,138.85022
EL41,2021,18.18335,193.28021
EL41,2022,17.849049,143.32294
EL41,2023,18.758715,181.30875
EL42,2010,19.692173,79.05769
EL42,2011,18.668056,103.972435
EL42,2012,19.23282,106.716156
EL42,2013,19.133642,85.91843
EL42,2014,19.358643,82.980156
EL42,2015,19.106798,90.49606
EL42,2016,19.21531,59.27849
EL42,2017,18.822657,77.49748
EL42,2018,19.676754,86.10821
EL42,2019,19.353746,130.77354
EL42,2020,19.322723,74.3227
EL42,2021,19.294104,63.97915
EL42,2022,18.87948,77.97146
EL42,2023,19.728046,67.11292
EL43,2010,18.890394,210.2623
EL43,2011,17.440086,288.04398
EL43,2012,18.21419,308.2104
EL43,2013,18.294613,210.89935
EL43,2014,18.249636,268.78452
EL43,2015,17.682146,293.68304
EL43,2016,18.34834,168.98155
EL43,2017,17.733116,244.43817
EL43,2018,18.571167,240.04459
EL43,2019,18.077583,349.84113
EL43,2020,18.191181,285.8219
EL43,2021,18.460663,191.39099
EL43,2022,17.871363,276.6371
EL43,2023,18.500704,184.53026
EL51,2010,14.198639,841.5966
EL51,2011,12.962589,517.1375
EL51,2012,14.080196,693.2573
EL51,2013,14.257391,707.798
EL51,2014,14.150577,905.0522
EL51,2015,14.066336,806.7112
EL51,2016,14.263676,564.4188
EL51,2017,13.9210415,696.83075
EL51,2018,14.492068,688.27057
EL51,2019,14.668687,714.2372
EL51,2020,14.396082,647.2883
EL51,2021,13.863512,897.1329
EL51,2022,14.079421,513.442
EL51,2023,14.798223,623.65344
EL52,2010,15.30558,902.0386
EL52,2011,14.1909685,641.30975
EL52,2012,15.252327,755.0783
EL52,2013,15.535406,720.1672
EL52,2014,15.320984,1091.7778
EL52,2015,15.093532,900.13025
EL52,2016,15.341533,697.11115
EL52,2017,15.111938,815.11115
EL52,2018,15.708713,849.6933
EL52,2019,15.74146,901.0181
EL52,2020,15.388405,764.2927
EL52,2021,15.130096,873.42456
EL52,2022,15.206642,882.32135
EL52,2023,15.805051,759.98114
EL53,2010,11.574618,479.40637
EL53,2011,10.885162,328.75443
EL53,2012,11.713132,424.3555
EL53,2013,12.13652,352.1557
EL53,2014,12.013062,415.4396
EL53,2015,11.800568,440.0673
EL53,2016,12.067963,428.26654
EL53,2017,12.00468,395.051
EL53,2018,12.249316,491.7593
EL53,2019,12.506653,392.19092
EL53,2020,12.385516,327.21805
EL53,2021,12.068898,469.2297
EL53,2022,12.114815,442.4553
EL53,2023,12.334338,471.3812
EL54,2010,13.153447,965.0078
EL54,2011,12.584193,425.8499
EL54,2012,13.124618,721.84753
EL54,2013,13.331211,722.81836
EL54,2014,13.108707,694.8309
EL54,2015,13.199061,680.0146
EL54,2016,13.315396,773.19147
EL54,2017,13.14733,558.9562
EL54,2018,13.709731,752.79333
EL54,2019,13.562621,619.85205
EL54,2020,13.4288645,498.21283
EL54,2021,13.569994,831.30646
EL54,2022,13.503948,588.0251
EL54,2023,13.699217,749.51746
EL61,2010,14.851285,718.5135
EL61,2011,13.667942,619.2484
EL61,2012,14.674635,733.78564
EL61,2013,14.978743,539.7968
EL61,2014,14.911511,682.4951
EL61,2015,14.447287,714.5996
EL61,2016,14.903684,637.46265
EL61,2017,14.525093,723.3849
EL61,2018,14.991682,869.26935
EL61,2019,15.069461,668.6764
EL61,2020,14.916553,629.19806
EL61,2021,14.946201,726.1057
EL61,2022,14.770721,730.6366
EL61,2023,15.134519,863.966
EL62,2010,18.122534,110.97145
EL62,2011,18.135376,90.37304
EL62,2012,18.541782,114.74705
EL62,2013,18.499907,130.50461
EL62,2014,18.379423,122.25056
EL62,2015,18.59688,98.53172
EL62,2016,18.554047,113.73901
EL62,2017,18.14041,97.70298
EL62,2018,18.937119,104.23946
EL62,2019,18.690073,127.42615
EL62,2020,18.541224,82.44324
EL62,2021,18.539394,124.50695
EL62,2022,18.713854,76.68686
EL62,2023,18.870321,80.690384
EL63,2010,15.9185505,729.4064
EL63,2011,14.978188,458.76218
EL63,2012,15.568998,651.96326
EL63,2013,15.727651,716.835
EL63,2014,15.446743,639.37756
EL63,2015,15.2479,603.4031
EL63,2016,15.52427,728.1399
EL63,2017,15.373889,529.04987
EL63,2018,16.01953,716.60425
EL63,2019,15.806504,609.33875
EL63,2020,15.648643,465.01254
EL63,2021,15.841418,770.99036
EL63,2022,15.752639,519.44635
EL63,2023,15.970882,632.68567
EL64,2010,16.234987,731.19165
EL64,2011,14.810901,706.79
EL64,2012,15.835434,745.13434
EL64,2013,16.055225,585.60944
EL64,2014,16.004818,691.2603
EL64,2015,15.364884,761.3888
EL64,2016,15.924129,633.5125
EL64,2017,15.443307,689.04114
EL64,2018,16.030973,894.721
EL64,2019,15.907684,741.04596
EL64,2020,15.824986,715.3816
EL64,2021,15.956592,697.752
EL64,2022,15.821759,646.50824
EL64,2023,16.233257,834.198
EL65,2010,16.664583,531.42737
EL65,2011,15.303175,565.15027
EL65,2012,16.291147,518.4946
EL65,2013,16.30745,567.4057
EL65,2014,16.149809,576.2472
EL65,2015,15.570801,570.40216
EL65,2016,16.110817,475.87775
EL65,2017,15.803047,479.0163
EL65,2018,16.385323,655.27344
EL65,2019,16.128517,642.31683
EL65,2020,16.144318,454.37622
EL65,2021,16.22674,560.2093
EL65,2022,16.07476,448.63797
EL65,2023,16.364557,512.9032
ES11,2010,12.094235,2393.013
ES11,2011,12.874193,1697.0482
ES11,2012,11.9924345,1811.2955
ES11,2013,12.334261,2401.949
ES11,2014,12.77499,2775.0825
ES11,2015,12.867078,1778.7246
ES11,2016,12.571153,2391.3955
ES11,2017,12.943274,1598.4039
ES11,2018,12.444857,2371.2139
ES11,2019,12.355707,2378.9863
ES11,2020,13.094765,2060.5544
ES11,2021,12.448552,2041.6202
ES11,2022,13.383594,2137.2205
ES11,2023,13.406406,2547.4148
ES12,2010,11.177346,948.4863
ES12,2011,12.182804,683.5375
ES12,2012,11.422949,800.11176
ES12,2013,11.498184,1020.5841
ES12,2014,12.230803,1011.6806
ES12,2015,12.151353,881.6357
ES12,2016,11.880316,975.64124
ES12,2017,12.096827,787.4088
ES12,2018,11.822027,1024.2758
ES12,2019,11.811997,1062.3179
ES12,2020,12.296486,879.27435
ES12,2021,11.521838,935.3809
ES12,2022,12.502478,776.55505
ES12,2023,12.734069,940.5594
ES13,2010,11.167029,277.08817
ES13,2011,12.39391,214.58148
ES13,2012,11.555323,261.02637
ES13,2013,11.443375,339.27728
ES13,2014,12.489386,294.54898
ES13,2015,12.181755,285.75803
ES13,2016,12.024053,276.18982
ES13,2017,12.203451,256.33908
ES13,2018,11.965749,310.441
ES13,2019,11.989367,312.33597
ES13,2020,12.422555,268.11694
ES13,2021,11.592626,306.98682
ES13,2022,12.835297,221.48323
ES13,2023,12.841482,293.54382
ES21,2010,11.8629265,445.29343
ES21,2011,13.230717,375.1068
ES21,2012,12.398119,432.6334
ES21,2013,12.316384,625.618
ES21,2014,13.344019,475.05664
ES21,2015,12.899943,477.18143
ES21,2016,12.819221,465.44836
ES21,2017,12.88717,450.50143
ES21,2018,12.822889,565.45544
ES21,2019,12.856766,524.1528
ES21,2020,13.3519125,453.02582
ES21,2021,12.494339,542.10187
ES21,2022,13.813088,370.1544
ES21,2023,13.810735,511.38495
ES22,2010,11.7437935,546.9837
ES22,2011,13.37575,442.54684
ES22,2012,12.63256,527.28174
ES22,2013,12.176195,800.87854
ES22,2014,13.342863,629.2257
ES22,2015,12.970648,586.1235
ES22,2016,12.775613,580.02856
ES22,2017,12.971623,547.1992
ES22,2018,12.766607,761.02924
ES22,2019,12.944964,636.6167
ES22,2020,13.255918,587.4281
ES22,2021,12.587512,620.1792
ES22,2022,14.104732,494.29132
ES22,2023,13.826345,572.6166
ES23,2010,10.681419,200.93727
ES23,2011,12.163371,170.65524
ES23,2012,11.445238,186.86389
ES23,2013,10.881749,260.5858
ES23,2014,12.250244,214.41174
ES23,2015,11.835358,199.95023
ES23,2016,11.650055,198.84491
ES23,2017,12.182637,166.52774
ES23,2018,11.492388,287.19043
ES23,2019,11.9218445,202.87704
ES23,2020,12.126483,212.13818
ES23,2021,11.501058,224.84113
ES23,2022,12.984871,168.9577
ES23,2023,12.802823,203.49597
ES24,2010,12.3772135,1690.7711
ES24,2011,13.921948,1357.6937
ES24,2012,13.555098,1450.0217
ES24,2013,12.758254,1919.9371
ES24,2014,13.95686,1817.1577
ES24,2015,13.805033,1523.3507
ES24,2016,13.550679,1681.5911
ES24,2017,13.905453,1269.5198
ES24,2018,13.406801,2205.925
ES24,2019,13.739923,1479.4589
ES24,2020,13.626571,1876.894
ES24,2021,13.188549,1695.7407
ES24,2022,14.680949,1693.7828
ES24,2023,14.293753,1351.5549
ES30,2010,13.105086,321.28333
ES30,2011,14.253149,256.74533
ES30,2012,13.61063,210.83832
ES30,2013,13.1994505,279.5143
ES30,2014,14.263937,292.84573
ES30,2015,14.508913,179.142
ES30,2016,14.165028,315.89508
ES30,2017,14.887782,187.63542
ES30,2018,13.879783,329.237
ES30,2019,14.478659,231.78958
ES30,2020,14.219338,290.33566
ES30,2021,13.642107,272.64404
ES30,2022,14.913237,276.37006
ES30,2023,14.520159,263.51453
ES41,2010,11.078477,4162.7295
ES41,2011,12.3439665,2961.9846
ES41,2012,11.543928,3087.5703
ES41,2013,11.110854,4187.704
ES41,2014,12.164589,4007.618
ES41,2015,12.258372,2956.1748
ES41,2016,11.936122,4014.0132
ES41,2017,12.77939,2589.0237
ES41,2018,11.767547,4398.988
ES41,2019,12.188351,3597.167
ES41,2020,12.280635,3792.6426
ES41,2021,11.62789,3767.6182
ES41,2022,12.9749775,3318.8257
ES41,2023,12.610251,3505.435
ES42,2010,13.657286,3096.7866
ES42,2011,14.948164,2043.0765
ES42,2012,14.467088,1967.883
ES42,2013,13.880157,2484.4932
ES42,2014,15.066762,2251.1348
ES42,2015,15.339916,1590.1852
ES42,2016,15.021631,2616.93
ES42,2017,15.542172,1699.2922
ES42,2018,14.383515,2958.8088
ES42,2019,15.009317,2102.5886
ES42,2020,14.800551,2323.5884
ES42,2021,14.516105,2470.7107
ES42,2022,15.758299,2322.5994
ES42,2023,15.394245,1873.147
ES43,2010,16.005733,2096.0178
ES43,2011,16.657871,1334.6653
ES43,2012,15.886506,1167.1152
ES43,2013,15.814219,1476.0361
ES43,2014,16.243317,1610.4451
ES43,2015,16.780203,949.173
ES43,2016,16.55373,1532.4097
ES43,2017,17.267174,883.89777
ES43,2018,15.920263,1669.2572
ES43,2019,16.563204,976.7599
ES43,2020,16.908205,1341.3381
ES43,2021,16.452515,1278.2135
ES43,2022,17.578587,1307.0593
ES43,2023,17.273205,1046.7224
ES51,2010,12.30167,1615.1008
ES51,2011,13.862569,1303.4897
ES51,2012,13.446416,1202.0054
ES51,2013,12.9372425,1533.6971
ES51,2014,13.799783,1623.8556
ES51,2015,13.796176,1224.8716
ES51,2016,13.630397,1340.9882
ES51,2017,13.780238,1139.9851
ES51,2018,13.570008,2048.669
ES51,2019,13.646931,1340.6162
ES51,2020,13.544595,1703.1527
ES51,2021,13.216236,1339.6263
ES51,2022,14.662908,1323.4788
ES51,2023,14.378864,1127.4872
ES52,2010,15.0967045,693.45856
ES52,2011,16.118423,628.7813
ES52,2012,16.18023,540.0467
ES52,2013,15.908532,566.3776
ES52,2014,16.85394,547.88306
ES52,2015,16.48683,685.76337
ES52,2016,16.648123,658.4053
ES52,2017,16.525808,469.615
ES52,2018,16.28629,847.16797
ES52,2019,16.331446,644.79926
ES52,2020,16.154013,812.27875
ES52,2021,15.814456,858.95825
ES52,2022,16.842665,871.2845
ES52,2023,16.828121,482.7442
ES53,2010,17.657799,141.00456
ES53,2011,18.580708,110.93807
ES53,2012,18.360216,85.718155
ES53,2013,18.123367,134.02176
ES53,2014,18.85018,108.39558
ES53,2015,18.548227,104.80976
ES53,2016,18.820179,104.95567
ES53,2017,18.77183,111.28807
ES53,2018,18.689308,168.57147
ES53,2019,18.59553,99.17736
ES53,2020,18.624754,114.788055
ES53,2021,18.240377,138.40294
ES53,2022,19.335192,121.30928
ES53,2023,18.97368,96.590996
ES61,2010,16.4241,4154.896
ES61,2011,17.072802,2404.8938
ES61,2012,16.583862,2264.4683
ES61,2013,16.23511,2569.58
ES61,2014,16.907537,2426.5813
ES61,2015,17.311176,1776.8727
ES61,2016,17.149248,2575.6265
ES61,2017,17.533476,1744.8473
ES61,2018,16.22249,3310.891
