region,year,temperature,precipitation
ES61,2019,16.880598,1784.3198
ES61,2020,17.242216,2152.3533
ES61,2021,17.08095,2160.2478
ES61,2022,17.899496,2268.5708
ES61,2023,17.836956,1593.8616
ES62,2010,15.891728,244.1845
ES62,2011,16.887886,212.11624
ES62,2012,16.708452,232.2569
ES62,2013,16.5007,176.32484
ES62,2014,17.49693,156.30531
ES62,2015,17.281143,219.33652
ES62,2016,17.375002,243.57605
ES62,2017,17.197779,201.56288
ES62,2018,16.883385,280.84183
ES62,2019,16.94428,303.60507
ES62,2020,16.83022,244.10439
ES62,2021,16.893488,276.22412
ES62,2022,17.618315,315.46878
ES62,2023,17.562737,200.30307
FI19,2010,2.7403166,3994.8997
FI19,2011,5.2652025,4485.7046
FI19,2012,3.5960076,5253.8975
FI19,2013,5.2223353,4025.711
FI19,2014,5.5461545,3842.9316
FI19,2015,5.7887883,4748.869
FI19,2016,4.638651,4219.6675
FI19,2017,4.5464787,4501.586
FI19,2018,5.0809054,3418.5916
FI19,2019,4.9665804,4584.074
FI19,2020,6.5213766,4737.709
FI19,2021,4.427951,4503.733
FI19,2022,5.0858455,4379.8477
FI19,2023,4.6528006,5101.3105
FI1B,2010,4.238868,468.4906
FI1B,2011,6.409235,537.49274
FI1B,2012,5.0938835,668.4675
FI1B,2013,6.1780014,471.12656
FI1B,2014,6.5874023,500.5312
FI1B,2015,6.93245,514.7057
FI1B,2016,5.8437605,515.30835
FI1B,2017,5.7803326,608.5405
FI1B,2018,6.379769,439.47507
FI1B,2019,6.5702744,561.3213
FI1B,2020,7.820589,596.46704
FI1B,2021,5.751866,530.2343
FI1B,2022,6.354095,503.86237
FI1B,2023,6.1852827,600.9769
FI1C,2010,3.639197,1900.1122
FI1C,2011,5.9008417,2247.9753
FI1C,2012,4.49819,2626.9817
FI1C,2013,5.8140597,2024.9156
FI1C,2014,6.178351,2016.2286
FI1C,2015,6.5020447,2126.0205
FI1C,2016,5.387221,2154.606
FI1C,2017,5.308834,2368.6047
FI1C,2018,5.8898087,1737.9703
FI1C,2019,5.959413,2314.7183
FI1C,2020,7.300635,2326.2358
FI1C,2021,5.2541265,2206.0386
FI1C,2022,5.8576913,2043.8862
FI1C,2023,5.635809,2521.9067
FI1D,2010,0.3013815,14900.347
FI1D,2011,2.738054,17288.877
FI1D,2012,0.92834145,18936.564
FI1D,2013,2.6885865,15917.753
FI1D,2014,2.7748451,15802.226
FI1D,2015,3.0307832,19824.627
FI1D,2016,2.5474374,18358.13
FI1D,2017,1.6965317,17597.346
FI1D,2018,2.515022,14423.948
FI1D,2019,1.8032817,17588.764
FI1D,2020,3.4883423,19389.12
FI1D,2021,1.5724317,17917.926
FI1D,2022,2.628884,16836.746
FI1D,2023,2.0862293,18423.504
FI20,2010,5.2650986,82.818985
FI20,2011,7.347819,78.30334
FI20,2012,6.5902586,111.45115
FI20,2013,7.079686,75.86479
FI20,2014,7.692749,73.241234
FI20,2015,8.050751,75.03033
FI20,2016,7.148529,71.06018
FI20,2017,7.1132407,76.088905
FI20,2018,7.585406,58.823586
FI20,2019,7.6630554,97.65339
FI20,2020,8.83213,75.852394
FI20,2021,7.3545938,76.35212
FI20,2022,7.8477654,73.319435
FI20,2023,7.133532,93.18066
FR10,2010,10.340423,539.9685
FR10,2011,12.266101,471.18665
FR10,2012,11.243512,578.22516
FR10,2013,10.860452,583.3206
FR10,2014,12.211379,643.8465
FR10,2015,12.000998,470.22247
FR10,2016,11.357079,600.0729
FR10,2017,11.846113,549.30493
FR10,2018,12.431702,595.912
FR10,2019,12.130347,645.3352
FR10,2020,12.878709,571.08405
FR10,2021,11.322744,654.109
FR10,2022,12.8399515,515.0261
FR10,2023,12.831763,669.1599
FRB0,2010,10.773791,1842.2871
FRB0,2011,12.718499,1616.3005
FRB0,2012,11.638851,2048.2043
FRB0,2013,11.260592,2177.6353
FRB0,2014,12.597588,2122.1658
FRB0,2015,12.469758,1669.8541
FRB0,2016,11.800387,2082.7617
FRB0,2017,12.252201,1778.719
FRB0,2018,12.894501,2004.778
FRB0,2019,12.750413,1994.7787
FRB0,2020,13.280111,1830.6237
FRB0,2021,11.733843,2143.219
FRB0,2022,13.36383,1750.4968
FRB0,2023,13.32639,2019.6466
FRC1,2010,10.335913,2011.9629
FRC1,2011,12.176823,1530.6702
FRC1,2012,11.264917,2010.8948
FRC1,2013,10.708394,2194.7402
FRC1,2014,12.23909,1948.9451
FRC1,2015,11.9966,1624.4727
FRC1,2016,11.218744,2171.85
FRC1,2017,11.636632,1801.095
FRC1,2018,12.641881,1856.9546
FRC1,2019,12.294371,1721.0474
FRC1,2020,12.78018,1655.097
FRC1,2021,11.097091,2111.412
FRC1,2022,12.817571,1748.9882
FRC1,2023,12.774445,1899.4426
FRC2,2010,9.5603695,1379.7322
FRC2,2011,11.312953,1044.324
FRC2,2012,10.539021,1465.5734
FRC2,2013,9.814154,1466.8712
FRC2,2014,11.361681,1343.2484
FRC2,2015,11.262445,1096.6921
FRC2,2016,10.372525,1475.7881
FRC2,2017,10.744162,1248.8213
FRC2,2018,11.75398,1279.315
FRC2,2019,11.318785,1301.9905
FRC2,2020,11.76044,1191.042
FRC2,2021,10.133481,1458.374
FRC2,2022,12.110019,1196.022
FRC2,2023,11.938919,1337.0686
FRD1,2010,10.080497,879.76263
FRD1,2011,11.866212,805.0337
FRD1,2012,10.855844,1049.5062
FRD1,2013,10.646737,1016.016
FRD1,2014,11.918776,1173.0852
FRD1,2015,11.595363,873.4188
FRD1,2016,11.148861,898.9353
FRD1,2017,11.666583,957.1228
FRD1,2018,11.794734,959.5747
FRD1,2019,11.643254,1108.4432
FRD1,2020,12.289742,1039.0387
FRD1,2021,11.102094,1040.7114
FRD1,2022,12.424954,974.6599
FRD1,2023,12.395528,1093.6117
FRD2,2010,9.801398,547.348
FRD2,2011,11.642982,503.9854
FRD2,2012,10.622485,638.6595
FRD2,2013,10.359043,598.0282
FRD2,2014,11.734723,688.7865
FRD2,2015,11.381387,520.9427
FRD2,2016,10.95022,575.39557
FRD2,2017,11.467004,600.3389
FRD2,2018,11.648398,588.2177
FRD2,2019,11.519227,653.7666
FRD2,2020,12.209558,603.282
FRD2,2021,10.876615,702.69586
FRD2,2022,12.222348,590.8318
FRD2,2023,12.248441,664.84357
FRE1,2010,9.568443,629.65015
FRE1,2011,11.453796,531.93665
FRE1,2012,10.43807,734.8375
FRE1,2013,10.007719,612.78345
FRE1,2014,11.724412,666.51056
FRE1,2015,11.113997,584.61285
FRE1,2016,10.868866,636.2686
FRE1,2017,11.315322,571.3415
FRE1,2018,11.441525,574.25116
FRE1,2019,11.37442,651.6962
FRE1,2020,11.960121,632.86304
FRE1,2021,10.652093,764.05334
FRE1,2022,11.984932,629.54047
FRE1,2023,11.968758,761.919
FRE2,2010,9.752212,1031.3053
FRE2,2011,11.700055,903.5759
FRE2,2012,10.677098,1115.7074
FRE2,2013,10.269467,1066.7762
FRE2,2014,11.748954,1150.1035
FRE2,2015,11.3489065,910.7666
FRE2,2016,10.906046,1108.057
FRE2,2017,11.391447,964.9534
FRE2,2018,11.781716,1033.4606
FRE2,2019,11.554201,1159.3638
FRE2,2020,12.315283,1062.1013
FRE2,2021,10.802978,1281.1355
FRE2,2022,12.211814,1044.8923
FRE2,2023,12.199929,1297.0734
FRF1,2010,9.205813,683.0482
FRF1,2011,10.945531,502.96307
FRF1,2012,10.256815,626.49536
FRF1,2013,9.751509,675.02594
FRF1,2014,11.384933,583.80505
FRF1,2015,11.189354,471.6711
FRF1,2016,10.462049,634.50244
FRF1,2017,10.798502,575.29834
FRF1,2018,11.712467,479.82883
FRF1,2019,11.184349,560.15204
FRF1,2020,11.7024,527.3628
FRF1,2021,10.025672,662.51373
FRF1,2022,11.914184,554.08093
FRF1,2023,11.99521,594.3251
FRF2,2010,9.787982,1638.7806
FRF2,2011,11.627783,1315.7148
FRF2,2012,10.679332,1682.1213
FRF2,2013,10.266824,1704.752
FRF2,2014,11.838526,1587.2345
FRF2,2015,11.457493,1317.1768
FRF2,2016,10.789317,1691.4196
FRF2,2017,11.20546,1514.8773
FRF2,2018,12.10557,1507.431
FRF2,2019,11.727424,1528.1772
FRF2,2020,12.395187,1536.1558
FRF2,2021,10.663798,1835.763
FRF2,2022,12.354429,1458.3683
FRF2,2023,12.257231,1770.3572
FRF3,2010,9.146693,1723.1521
FRF3,2011,10.904972,1304.6007
FRF3,2012,10.088648,1683.6481
FRF3,2013,9.588584,1727.6592
FRF3,2014,11.295451,1598.6318
FRF3,2015,10.984229,1248.1584
FRF3,2016,10.2386,1674.7017
FRF3,2017,10.679694,1517.5562
FRF3,2018,11.524896,1380.5609
FRF3,2019,11.15269,1476.163
FRF3,2020,11.7136345,1487.1549
FRF3,2021,10.037872,1802.0172
FRF3,2022,11.786378,1501.3132
FRF3,2023,11.716292,1726.7666
FRG0,2010,10.999992,1360.3553
FRG0,2011,12.824561,1204.7701
FRG0,2012,11.72506,1769.2289
FRG0,2013,11.640059,1684.7172
FRG0,2014,12.852764,1841.4182
FRG0,2015,12.501769,1330.5779
FRG0,2016,12.101917,1426.8627
FRG0,2017,12.492164,1308.6843
FRG0,2018,12.865757,1734.7955
FRG0,2019,12.675243,1689.7115
FRG0,2020,13.300479,1724.7992
FRG0,2021,11.933857,1593.3638
FRG0,2022,13.568265,1384.1533
FRG0,2023,13.417525,1725.4781
FRH0,2010,10.627189,1417.3947
FRH0,2011,12.267011,1195.8676
FRH0,2012,11.362582,1698.5006
FRH0,2013,11.303718,1627.4166
FRH0,2014,12.367023,1874.2161
FRH0,2015,12.05762,1298.3331
FRH0,2016,11.692925,1401.1746
FRH0,2017,11.9793825,1399.9634
FRH0,2018,12.126863,1519.0267
FRH0,2019,12.043967,1709.8809
FRH0,2020,12.611709,1767.5161
FRH0,2021,11.620388,1470.3074
FRH0,2022,12.840162,1516.6721
FRH0,2023,12.810633,1643.4965
FRI1,2010,12.665268,2292.1257
FRI1,2011,14.440432,1765.8959
FRI1,2012,13.329661,2228.8418
FRI1,2013,13.079103,2749.4546
FRI1,2014,14.291311,2511.7063
FRI1,2015,14.011014,1938.2239
FRI1,2016,13.739523,2352.7031
FRI1,2017,13.683109,2262.128
FRI1,2018,14.19406,2684.9585
FRI1,2019,14.112759,2544.5376
FRI1,2020,14.576911,2611.0085
FRI1,2021,13.513601,2445.0635
FRI1,2022,15.198729,2010.1624
FRI1,2023,14.773541,2750.4092
FRI2,2010,9.896095,1188.4365
FRI2,2011,11.957127,872.2515
FRI2,2012,10.854143,1085.8889
FRI2,2013,10.432905,1225.2922
FRI2,2014,11.788603,1127.7065
FRI2,2015,11.693651,918.4408
FRI2,2016,11.185017,1164.0663
FRI2,2017,11.243526,1080.2021
FRI2,2018,12.120666,1140.9282
FRI2,2019,11.834164,1127.4233
FRI2,2020,12.307569,1072.2866
FRI2,2021,10.886843,1223.3553
FRI2,2022,12.676173,954.42487
FRI2,2023,12.341758,1249.0225
FRI3,2010,11.601677,1199.8501
FRI3,2011,13.549473,986.76776
FRI3,2012,12.39778,1378.0803
FRI3,2013,12.089191,1477.5315
FRI3,2014,13.398454,1402.8301
FRI3,2015,13.045322,1090.0431
FRI3,2016,12.7479925,1269.0659
FRI3,2017,13.006768,1064.1832
FRI3,2018,13.596317,1461.2284
FRI3,2019,13.375657,1439.3806
FRI3,2020,13.888873,1382.0219
FRI3,2021,12.552964,1265.668
FRI3,2022,14.260746,1083.768
FRI3,2023,14.012382,1539.4497
FRJ1,2010,11.464375,1726.7686
FRJ1,2011,13.071486,1615.6531
FRJ1,2012,12.426396,1354.3901
FRJ1,2013,11.841915,1852.6039
FRJ1,2014,13.130709,1905.5376
FRJ1,2015,13.050948,1363.246
FRJ1,2016,12.758226,1596.7312
FRJ1,2017,12.719041,1292.9716
FRJ1,2018,13.18196,2331.9873
FRJ1,2019,12.993872,1622.714
FRJ1,2020,13.149054,1599.5426
FRJ1,2021,12.454101,1454.2609
FRJ1,2022,14.008595,1458.3921
FRJ1,2023,13.622508,1190.175
FRJ2,2010,10.997361,2738.554
FRJ2,2011,12.767489,2246.9167
FRJ2,2012,11.8564625,2504.095
FRJ2,2013,11.31859,3269.909
FRJ2,2014,12.575413,3047.1516
FRJ2,2015,12.481921,2438.1904
FRJ2,2016,12.200941,2704.649
FRJ2,2017,12.108257,2674.8247
FRJ2,2018,12.6663685,3311.5396
FRJ2,2019,12.420297,2994.5603
FRJ2,2020,12.958717,2774.7612
FRJ2,2021,11.951814,2824.664
FRJ2,2022,13.762789,2448.0342
FRJ2,2023,13.105152,2859.6306
FRK1,2010,8.9834385,1785.2173
FRK1,2011,10.96208,1305.0728
FRK1,2012,10.035213,1559.4607
FRK1,2013,9.498922,1774.9404
FRK1,2014,10.91726,1647.748
FRK1,2015,10.880852,1290.3652
FRK1,2016,10.217372,1754.5509
FRK1,2017,10.360757,1548.3989
FRK1,2018,11.227038,1604.4216
FRK1,2019,10.918904,1594.8982
FRK1,2020,11.405791,1445.6072
FRK1,2021,9.967051,1775.8159
FRK1,2022,11.808651,1371.8519
FRK1,2023,11.538388,1611.8717
FRK2,2010,8.461147,3417.2744
FRK2,2011,10.222688,2921.0664
FRK2,2012,9.472266,3566.556
FRK2,2013,8.745313,3883.1863
FRK2,2014,10.193702,3728.631
FRK2,2015,10.246152,2986.3596
FRK2,2016,9.600535,3598.0244
FRK2,2017,9.781692,2854.1565
FRK2,2018,10.599014,3708.4712
FRK2,2019,10.19586,3585.4177
FRK2,2020,10.576815,3091.052
FRK2,2021,9.339049,3818.8657
FRK2,2022,11.215284,2957.962
FRK2,2023,10.843268,3635.7698
FRL0,2010,9.602333,2040.8516
FRL0,2011,11.221418,1657.5775
FRL0,2012,10.955806,1644.3339
FRL0,2013,10.307726,2095.646
FRL0,2014,11.517033,2196.2756
FRL0,2015,11.652107,1465.3693
FRL0,2016,11.281285,1772.0775
FRL0,2017,11.256582,1198.5454
FRL0,2018,11.666587,2479.0269
FRL0,2019,11.475942,1976.5663
FRL0,2020,11.644915,1451.2596
FRL0,2021,10.9397545,1658.0048
FRL0,2022,12.510217,1445.0446
FRL0,2023,12.0625925,1699.8729
FRM0,2010,13.849744,609.06793
FRM0,2011,14.671631,406.12793
FRM0,2012,14.595894,439.09167
FRM0,2013,14.219874,551.7178
FRM0,2014,15.015085,486.53793
FRM0,2015,15.064494,404.33026
FRM0,2016,15.018921,488.77905
FRM0,2017,15.164795,346.06076
FRM0,2018,15.245522,633.5249
FRM0,2019,15.221741,474.41006
FRM0,2020,15.23835,456.46573
FRM0,2021,14.964691,459.90753
FRM0,2022,16.128233,385.72406
FRM0,2023,15.736743,450.76178
HR02,2010,11.246245,1845.3999
HR02,2011,11.87871,844.73804
HR02,2012,12.365981,1173.048
HR02,2013,11.920609,1473.3257
HR02,2014,12.723223,1870.1182
HR02,2015,12.42745,1329.0901
HR02,2016,12.015997,1471.1934
HR02,2017,12.207619,1356.7991
HR02,2018,12.694032,1418.9023
HR02,2019,12.928324,1424.6501
HR02,2020,12.504104,1195.8237
HR02,2021,12.071234,1342.6381
HR02,2022,12.929749,1172.7943
HR02,2023,13.44968,1565.444
HR03,2010,12.244074,2492.1055
HR03,2011,13.074538,1261.6072
HR03,2012,13.034501,1787.1027
HR03,2013,12.882052,2284.3894
HR03,2014,13.523263,2532.7073
HR03,2015,13.326019,1564.8899
HR03,2016,13.050148,2022.9835
HR03,2017,12.97988,1884.018
HR03,2018,13.61801,1964.9086
HR03,2019,13.647682,2152.2847
HR03,2020,13.405086,1747.4843
HR03,2021,13.119283,1885.3674
HR03,2022,13.874968,1616.8451
HR03,2023,14.098427,2219.8867
HR05,2010,11.334231,36.050797
HR05,2011,12.077759,18.198013
HR05,2012,12.534839,26.8116
HR05,2013,11.882991,35.215378
HR05,2014,12.858317,43.497086
HR05,2015,12.533295,30.719757
HR05,2016,12.190765,31.990051
HR05,2017,12.333659,32.523155
HR05,2018,12.775551,32.4955
HR05,2019,12.837047,35.125732
HR05,2020,12.513608,31.252861
HR05,2021,12.168843,27.454376
HR05,2022,13.0501175,27.011871
HR05,2023,13.259915,36.312103
HR06,2010,10.975528,577.5089
HR06,2011,11.667256,287.89902
HR06,2012,12.168068,408.86115
HR06,2013,11.578537,544.8017
HR06,2014,12.62791,673.6603
HR06,2015,12.193746,468.1616
HR06,2016,11.845734,502.05612
HR06,2017,12.025249,501.9064
HR06,2018,12.506732,525.15796
HR06,2019,12.674022,554.5893
HR06,2020,12.2367525,487.55072
HR06,2021,11.836955,432.71255
HR06,2022,12.671028,429.21542
HR06,2023,12.976804,576.0717
HU11,2010,10.319826,68.59207
HU11,2011,11.002319,27.79007
HU11,2012,11.800545,32.77588
HU11,2013,11.356867,47.510147
HU11,2014,12.273111,55.630684
HU11,2015,11.877127,38.47599
HU11,2016,11.17693,51.599503
HU11,2017,11.213379,44.783592
HU11,2018,12.154457,43.210983
HU11,2019,12.307993,44.33918
HU11,2020,11.732439,43.99872
HU11,2021,11.15509,35.49671
HU11,2022,12.2254925,36.67736
HU11,2023,12.457751,53.328514
HU12,2010,10.473578,454.04626
HU12,2011,11.145992,184.60846
HU12,2012,11.838624,223.10162
HU12,2013,11.475038,327.26288
HU12,2014,12.349966,361.04678
HU12,2015,12.021514,255.93472
HU12,2016,11.373032,330.7495
HU12,2017,11.350435,288.74112
HU12,2018,12.367009,279.3007
HU12,2019,12.5109,297.48346
HU12,2020,11.895532,310.68515
HU12,2021,11.33397,232.72514
HU12,2022,12.429299,234.01547
HU12,2023,12.729893,347.42737
HU21,2010,10.191686,674.0475
HU21,2011,10.973275,299.9916
HU21,2012,11.565502,358.06943
HU21,2013,11.149364,506.6471
HU21,2014,11.997632,635.9806
HU21,2015,11.680935,421.23032
HU21,2016,11.221161,527.071
HU21,2017,11.276188,462.90875
HU21,2018,12.073085,492.16748
HU21,2019,12.206308,505.5933
HU21,2020,11.68099,470.49808
HU21,2021,11.04714,398.22293
HU21,2022,11.967623,412.5805
HU21,2023,12.306661,591.0482
HU22,2010,10.552029,632.864
HU22,2011,11.212923,335.04297
HU22,2012,11.863508,391.44897
HU22,2013,11.28282,560.6422
HU22,2014,12.328231,645.67944
HU22,2015,12.035565,435.4801
HU22,2016,11.557123,532.3124
HU22,2017,11.666903,465.22046
HU22,2018,12.416273,515.3961
HU22,2019,12.573586,541.58594
HU22,2020,11.932415,498.99768
HU22,2021,11.4174595,428.11966
HU22,2022,12.283182,447.8159
HU22,2023,12.511461,611.0115
HU23,2010,10.734997,920.1889
HU23,2011,11.454875,372.5462
HU23,2012,12.075115,501.4305
HU23,2013,11.6446085,692.2989
HU23,2014,12.43447,893.8656
HU23,2015,12.144335,554.71326
HU23,2016,11.686464,673.4333
HU23,2017,11.755441,674.3708
HU23,2018,12.486933,678.648
HU23,2019,12.68275,666.5659
HU23,2020,12.129237,596.2792
HU23,2021,11.624098,562.99207
HU23,2022,12.467078,559.56934
HU23,2023,12.895295,777.0786
HU31,2010,9.877519,970.8137
HU31,2011,10.528098,435.85016
HU31,2012,11.032879,514.2012
HU31,2013,10.903499,679.9049
HU31,2014,11.856589,655.06555
HU31,2015,11.681576,512.16125
HU31,2016,10.864074,703.7506
HU31,2017,10.716183,641.1686
HU31,2018,11.891749,561.2364
HU31,2019,11.938684,637.92896
HU31,2020,11.306202,687.0127
HU31,2021,10.562098,549.2554
HU31,2022,11.789714,484.8175
HU31,2023,12.032645,762.9757
HU32,2010,11.041681,1144.2223
HU32,2011,11.472078,532.2361
HU32,2012,12.091518,637.3768
HU32,2013,11.94193,833.9634
HU32,2014,12.897907,811.42615
HU32,2015,12.576593,624.87506
HU32,2016,11.870064,861.17365
HU32,2017,11.793157,800.40356
HU32,2018,12.877586,740.9649
HU32,2019,13.059781,709.4584
HU32,2020,12.243846,830.0152
HU32,2021,11.697154,685.9636
HU32,2022,12.679729,629.91907
HU32,2023,13.091488,919.64343
HU33,2010,11.2252,1191.5818
HU33,2011,11.60971,508.36945
HU33,2012,12.223627,624.2847
HU33,2013,12.078462,898.66064
HU33,2014,12.77479,1012.6
HU33,2015,12.455784,692.318
HU33,2016,11.909746,888.546
HU33,2017,11.941416,740.79895
HU33,2018,12.822385,805.04895
HU33,2019,12.919114,807.86896
HU33,2020,12.282619,806.1895
HU33,2021,11.851239,723.8398
HU33,2022,12.734678,645.3476
HU33,2023,13.279796,903.7552
IE04,2010,8.620325,2032.1293
IE04,2011,9.866739,2787.8352
IE04,2012,9.614181,2486.929
IE04,2013,9.609486,2354.103
IE04,2014,10.101874,2716.6338
IE04,2015,9.364244,3101.426
IE04,2016,9.795664,2364.3933
IE04,2017,10.071258,2484.0527
IE04,2018,9.774671,2390.7805
IE04,2019,9.9853945,2775.691
IE04,2020,9.896624,3004.182
IE04,2021,10.13988,2509.6511
IE04,2022,10.329939,2644.0925
IE04,2023,10.756897,2965.1746
IE05,2010,8.756589,1773.6511
IE05,2011,9.949046,2135.5237
IE05,2012,9.761617,2289.5032
IE05,2013,9.772623,2017.9196
IE05,2014,10.249417,2412.1294
IE05,2015,9.723326,2407.5222
IE05,2016,9.9314375,2025.959
IE05,2017,10.293367,2021.4539
IE05,2018,10.177333,2140.9941
IE05,2019,10.18119,2307.064
IE05,2020,10.125926,2504.901
IE05,2021,10.304263,2165.2366
IE05,2022,10.619353,2189.7527
IE05,2023,10.970222,2598.0854
IE06,2010,8.658943,907.40015
IE06,2011,10.04536,951.83374
IE06,2012,9.588173,1076.848
IE06,2013,9.662801,913.1298
IE06,2014,10.243276,1088.9625
IE06,2015,9.59048,1045.5332
IE06,2016,9.882431,947.9065
IE06,2017,10.172572,971.2992
IE06,2018,10.034309,884.04944
IE06,2019,10.019435,1052.9823
IE06,2020,9.99836,1110.1437
IE06,2021,10.208674,1002.0618
IE06,2022,10.485786,983.84094
IE06,2023,10.861712,1180.8052
IS00,2010,2.2314267,11416.814
IS00,2011,1.8913255,15439.513
IS00,2012,2.158205,14500.595
IS00,2013,1.783747,14675.693
IS00,2014,2.989851,15995.387
IS00,2015,1.4688683,16366.645
IS00,2016,2.8682778,13906.412
IS00,2017,2.7021966,15251.172
IS00,2018,2.1854637,16635.375
IS00,2019,2.0902,13847.403
IS00,2020,1.6134291,16053.608
IS00,2021,1.9251907,13676.027
IS00,2022,1.7471141,15744.274
IS00,2023,1.5753803,13531.475
ITC1,2010,8.803636,2528.673
ITC1,2011,10.464001,1964.0112
ITC1,2012,9.941299,2081.7537
ITC1,2013,9.510798,2426.9124
ITC1,2014,10.732548,2742.794
ITC1,2015,10.795772,1938.4203
ITC1,2016,10.396584,2219.1848
ITC1,2017,10.585313,1554.6398
ITC1,2018,10.800231,2603.9763
ITC1,2019,10.793601,2376.755
ITC1,2020,10.900598,1781.6334
ITC1,2021,10.369908,1783.3452
ITC1,2022,11.903892,1387.929
ITC1,2023,11.667149,1777.3428
ITC2,2010,-0.031459045,232.90825
ITC2,2011,2.0626545,209.56134
ITC2,2012,1.3988358,224.42055
ITC2,2013,0.57670796,238.91449
ITC2,2014,1.7945149,232.63455
ITC2,2015,2.3236268,189.94998
ITC2,2016,1.5816509,243.50357
ITC2,2017,1.6533854,190.30571
ITC2,2018,2.233461,291.05472
ITC2,2019,1.6931336,262.83264
ITC2,2020,2.4357438,204.1502
ITC2,2021,1.2210572,230.60321
ITC2,2022,2.807344,170.31384
ITC2,2023,2.638822,226.19057
ITC3,2010,11.552639,533.8726
ITC3,2011,13.004272,364.00415
ITC3,2012,12.653832,414.1598
ITC3,2013,12.292724,545.7058
ITC3,2014,13.301562,633.0719
ITC3,2015,13.442751,356.04858
ITC3,2016,13.14682,421.0167
ITC3,2017,13.176351,296.49258
ITC3,2018,13.5082655,509.1133
ITC3,2019,13.4590025,499.92276
ITC3,2020,13.340253,404.5267
ITC3,2021,12.984614,384.1324
ITC3,2022,14.312698,304.73996
ITC3,2023,14.132393,379.45844
ITC4,2010,10.161239,2555.2407
ITC4,2011,11.548572,1649.9338
ITC4,2012,11.160101,1901.782
ITC4,2013,10.926653,2369.5583
ITC4,2014,11.833532,2678.1387
ITC4,2015,11.919812,1635.9863
ITC4,2016,11.400376,1964.1704
ITC4,2017,11.558112,1730.2284
ITC4,2018,11.858559,2015.0947
ITC4,2019,11.879326,2257.515
ITC4,2020,11.785022,1958.9711
ITC4,2021,11.054632,1819.1901
ITC4,2022,12.522636,1414.0015
ITC4,2023,12.473152,1958.2662
ITF1,2010,11.34752,661.9339
ITF1,2011,11.648828,446.17462
ITF1,2012,12.352211,515.3646
ITF1,2013,11.754429,648.7293
ITF1,2014,12.052376,649.11176
ITF1,2015,12.2818775,646.90686
ITF1,2016,12.216922,666.6851
ITF1,2017,12.067469,577.75305
ITF1,2018,12.377334,767.1366
ITF1,2019,12.426957,620.4815
ITF1,2020,12.350991,576.71454
ITF1,2021,12.218208,561.15436
ITF1,2022,12.999854,460.27185
ITF1,2023,13.001529,631.238
ITF2,2010,13.206334,347.8985
ITF2,2011,13.571281,236.39392
ITF2,2012,14.000137,287.7159
ITF2,2013,13.57565,312.0575
ITF2,2014,13.910791,344.47955
ITF2,2015,14.000059,319.8538
ITF2,2016,13.893468,306.43652
ITF2,2017,13.593262,286.85092
ITF2,2018,14.065493,404.10995
ITF2,2019,13.933026,315.84073
ITF2,2020,13.827133,275.60043
ITF2,2021,13.844577,289.71576
ITF2,2022,14.436983,264.76477
ITF2,2023,14.559476,300.60196
ITF3,2010,14.217091,1298.2998
ITF3,2011,14.649848,668.7641
ITF3,2012,14.868218,915.20404
ITF3,2013,14.638396,1101.9325
ITF3,2014,14.970262,907.8417
ITF3,2015,15.017629,841.2418
ITF3,2016,14.844153,913.3606
ITF3,2017,14.599033,663.26807
ITF3,2018,15.1343355,1075.4747
ITF3,2019,14.796987,946.4579
ITF3,2020,14.751273,769.87646
ITF3,2021,14.863999,959.4355
ITF3,2022,15.409289,829.4735
ITF3,2023,15.443374,976.5062
ITF4,2010,16.232971,720.1519
ITF4,2011,16.773308,533.1526
ITF4,2012,17.256517,620.8811
ITF4,2013,16.896858,602.1366
ITF4,2014,16.963606,629.2372
ITF4,2015,17.026436,636.0226
ITF4,2016,16.830442,659.77856
ITF4,2017,16.795023,518.2972
ITF4,2018,17.219315,776.84973
ITF4,2019,17.069267,630.31384
ITF4,2020,16.926105,528.6121
ITF4,2021,17.041368,539.4926
ITF4,2022,17.468283,575.5958
ITF4,2023,17.627338,591.01105
ITF5,2010,13.852288,569.29395
ITF5,2011,14.219994,406.81458
ITF5,2012,14.754013,421.83017
ITF5,2013,14.470103,497.44226
ITF5,2014,14.662245,415.94983
ITF5,2015,14.668006,456.2807
ITF5,2016,14.4607935,511.24762
ITF5,2017,14.377026,331.18726
ITF5,2018,14.693383,571.0144
ITF5,2019,14.447126,460.91937
ITF5,2020,14.510029,418.6182
ITF5,2021,14.591145,436.63025
ITF5,2022,15.16272,419.57092
ITF5,2023,15.207561,496.64117
ITF6,2010,15.150234,1032.3201
ITF6,2011,15.145884,817.3218
ITF6,2012,15.688986,770.38196
ITF6,2013,15.512573,836.8759
ITF6,2014,15.590297,782.19226
ITF6,2015,15.63351,896.9374
ITF6,2016,15.643246,835.74866
ITF6,2017,15.3612175,605.5088
ITF6,2018,15.939359,914.72723
ITF6,2019,15.589286,777.68134
ITF6,2020,15.620594,712.20685
ITF6,2021,15.847476,814.95667
ITF6,2022,16.23595,616.56476
ITF6,2023,16.237358,739.47046
ITG1,2010,16.667816,1156.7631
ITG1,2011,16.54975,1009.8762
ITG1,2012,16.983076,907.6433
ITG1,2013,16.752153,931.46704
ITG1,2014,17.067793,869.4801
ITG1,2015,16.886326,1164.5508
ITG1,2016,17.253994,853.83984
ITG1,2017,16.947195,736.2881
ITG1,2018,17.222052,1230.5345
