region,year,population
EL51,2003,592085.0
EL52,2003,1862475.0
EL53,2003,288125.0
EL54,2003,342169.0
EL61,2003,743648.0
EL62,2003,207415.0
EL63,2003,703115.0
EL64,2003,559105.0
EL65,2003,590925.0
ES11,2003,2705159.0
ES12,2003,1062326.0
ES13,2003,541651.0
ES21,2003,2092644.0
ES22,2003,567892.0
ES23,2003,284607.0
ES24,2003,1225572.0
ES30,2003,5638804.0
ES41,2003,2463616.0
ES42,2003,1797150.0
ES43,2003,1060351.0
ES51,2003,6556900.0
ES52,2003,4322066.0
ES53,2003,883409.0
ES61,2003,7490871.0
ES62,2003,1242626.0
ES63,2003,71109.0
ES64,2003,65387.0
ES70,2003,1755698.0
EU28,2003,490691578.0
FI19,2003,1321583.0
FI1B,2003,1419938.0
FI1C,2003,1136893.0
FI1D,2003,1301624.0
FI20,2003,26257.0
FR10,2003,11270074.0
FRB0,2003,2484288.0
FRC1,2003,1620757.0
FRC2,2003,1135982.0
FRD1,2003,1442916.0
FRD2,2003,1797924.0
FRE1,2003,4008628.0
FRE2,2003,1879079.0
FRF1,2003,1779575.0
FRF2,2003,1340851.0
FRF3,2003,2326019.0
FRG0,2003,3347675.0
FRH0,2003,3009249.0
FRI1,2003,3023922.0
FRI2,2003,721351.0
FRI3,2003,1686472.0
FRJ1,2003,2424518.0
FRJ2,2003,2674559.0
FRK1,2003,1323406.0
FRK2,2003,5850513.0
FRL0,2003,4675056.0
FRM0,2003,279027.0
FRY2,2003,391676.0
FRY3,2003,184792.0
FRY4,2003,750840.0
HR03,2003,1378357.0
HR04,2003,2927027.0
HU11,2003,1719342.0
HU12,2003,1105412.0
HU21,2003,1113671.0
HU22,2003,1004328.0
HU23,2003,989408.0
HU31,2003,1288960.0
HU32,2003,1554177.0
HU33,2003,1367064.0
HUXX,2003,0.0
IS00,2003,288471.0
ITC1,2003,4222134.0
ITC2,2003,120383.0
ITC3,2003,1568193.0
ITC4,2003,9082295.0
ITF1,2003,1267633.0
ITF2,2003,320381.0
ITF3,2003,5704903.0
ITF4,2003,4025113.0
ITF5,2003,595269.0
ITF6,2003,1999767.0
ITG1,2003,4965390.0
ITG2,2003,1632083.0
ITH1,2003,466605.0
ITH2,2003,481750.0
ITH3,2003,4562491.0
ITH4,2003,1190100.0
ITH5,2003,4034435.0
ITI1,2003,3513273.0
ITI2,2003,830936.0
ITI3,2003,1464080.0
ITI4,2003,5139164.0
LI00,2003,33863.0
LT01,2003,843320.0
LT02,2003,2588177.0
LU00,2003,448300.0
LV00,2003,2299390.0
ME00,2003,610510.0
MK00,2003,2023654.0
MT00,2003,397296.0
NL11,2003,572997.0
NL12,2003,639787.0
NL13,2003,481254.0
NL21,2003,1100677.0
NL22,2003,1960422.0
NL23,2003,351680.0
NL31,2003,1152218.0
NL32,2003,2573120.0
NL33,2003,3439982.0
NL34,2003,378348.0
NL41,2003,2400198.0
NL42,2003,1141889.0
NO01,2003,1000684.0
NO02,2003,371863.0
NO03,2003,880519.0
NO04,2003,647434.0
NO05,2003,793243.0
NO06,2003,395798.0
NO07,2003,462711.0
PL21,2003,3237217.0
PL22,2003,4731533.0
PL41,2003,3355279.0
PL42,2003,1697718.0
PL43,2003,1008196.0
PL51,2003,2904694.0
PL52,2003,1061009.0
PL61,2003,2069166.0
PL62,2003,1428449.0
PL63,2003,2183636.0
PT11,2003,3708294.0
PT15,2003,408029.0
PT16,2003,2355304.0
PT17,2003,2702293.0
PT18,2003,776131.0
PT20,2003,243303.0
PT30,2003,251238.0
RO11,2003,2750406.0
RO12,2003,2548331.0
RO21,2003,3746330.0
RO22,2003,2863406.0
RO31,2003,3368615.0
RO32,2003,2208150.0
RO41,2003,2336018.0
RO42,2003,1951518.0
SE11,2003,1850467.0
SE12,2003,1503423.0
SE21,2003,796957.0
SE22,2003,1294965.0
SE23,2003,1786781.0
SE31,2003,827067.0
SE32,2003,372266.0
SE33,2003,508862.0
SI03,2003,1093868.0
SI04,2003,901165.0
SK01,2003,596720.0
SK02,2003,1862505.0
SK03,2003,1353025.0
SK04,2003,1562623.0
TR10,2003,11492437.0
TR21,2003,1344475.0
TR22,2003,1547212.0
TR31,2003,3518516.0
TR32,2003,2464545.0
TR33,2003,2926420.0
TR41,2003,3104788.0
TR42,2003,2771438.0
TR51,2003,4044201.0
TR52,2003,2102528.0
TR61,2003,2202577.0
TR62,2003,3433872.0
TR63,2003,2681886.0
TR71,2003,1468664.0
TR72,2003,2253223.0
TR81,2003,1016751.0
TR82,2003,724221.0
TR83,2003,2747394.0
TR90,2003,2447403.0
TRA1,2003,1081552.0
TRA2,2003,1126955.0
TRB1,2003,1538491.0
TRB2,2003,1858300.0
TRC1,2003,2042597.0
TRC2,2003,2668867.0
TRC3,2003,1792534.0
UKC1,2003,1145885.0
UKC2,2003,1394619.0
UKD1,2003,489963.0
UKD3,2003,2531076.0
UKD4,2003,1423873.0
UKD6,2003,869716.0
UKD7,2003,1485227.0
UKE1,2003,883649.0
UKE2,2003,757696.0
UKE3,2003,1273968.0
UKE4,2003,2097982.0
UKF1,2003,2000834.0
UKF2,2003,1578132.0
UKF3,2003,659404.0
UKG1,2003,1234211.0
UKG2,2003,1498214.0
UKG3,2003,2580878.0
UKH1,2003,2208463.0
UKH2,2003,1615722.0
UKH3,2003,1629305.0
UKI3,2003,1033084.0
UKI4,2003,1861855.0
UKI5,2003,1585087.0
UKI6,2003,1153565.0
UKI7,2003,1752677.0
UKJ1,2003,2110108.0
UKJ2,2003,2569157.0
UKJ3,2003,1792758.0
UKJ4,2003,1594804.0
UKK1,2003,2191319.0
UKK2,2003,1205467.0
UKK3,2003,508789.0
UKK4,2003,1085827.0
UKL1,2003,1866411.0
UKL2,2003,1063680.0
UKM5,2003,440026.0
UKM6,2003,436029.0
UKN0,2003,1701197.0
AT11,2004,276792.0
AT12,2004,1557291.0
AT13,2004,1610410.0
AT21,2004,558026.0
AT22,2004,1192168.0
AT31,2004,1387488.0
AT32,2004,519691.0
AT33,2004,683639.0
AT34,2004,357068.0
BE10,2004,999899.0
BE21,2004,1668812.0
BE22,2004,805786.0
BE23,2004,1373720.0
BE24,2004,1031904.0
BE25,2004,1135802.0
BE31,2004,360717.0
BE32,2004,1283200.0
BE33,2004,1029605.0
BE34,2004,254120.0
BE35,2004,452856.0
BG31,2004,973553.0
BG32,2004,952025.0
BG33,2004,1001647.0
BG34,2004,1137028.0
BG41,2004,2118410.0
BG42,2004,1562484.0
CH01,2004,1348106.0
CH02,2004,1681531.0
CH03,2004,1011729.0
CH04,2004,1249893.0
CH05,2004,1056524.0
CH06,2004,699050.0
CH07,2004,317315.0
CY00,2004,722893.0
CZ01,2004,1158738.0
CZ02,2004,1135690.0
CZ03,2004,1174257.0
CZ04,2004,1121756.0
CZ05,2004,1479468.0
CZ06,2004,1641297.0
CZ07,2004,1231188.0
CZ08,2004,1252953.0
DE11,2004,3994612.0
DE12,2004,2722550.0
DE13,2004,2178813.0
DE14,2004,1796581.0
DE21,2004,4195673.0
DE22,2004,1194472.0
DE23,2004,1089826.0
DE24,2004,1109674.0
DE25,2004,1706615.0
DE26,2004,1344740.0
DE27,2004,1782386.0
DE30,2004,3388477.0
DE40,2004,2574521.0
DE50,2004,663129.0
DE60,2004,1734083.0
DE71,2004,3762995.0
DE72,2004,1065467.0
DE73,2004,1260966.0
DE80,2004,1732226.0
DE91,2004,1662595.0
DE92,2004,2167157.0
DE93,2004,1698434.0
DE94,2004,2465229.0
DEA1,2004,5245132.0
DEA2,2004,4350368.0
DEA3,2004,2625745.0
DEA4,2004,2071803.0
DEA5,2004,3786638.0
DEB1,2004,1527919.0
DEB2,2004,513755.0
DEB3,2004,2017008.0
DEC0,2004,1061376.0
DED2,2004,1674343.0
DEE0,2004,2522941.0
DEF0,2004,2823171.0
DEG0,2004,2373157.0
EE00,2004,1366250.0
EFTA,2004,12266469.0
EL30,2004,3935254.0
EL41,2004,199160.0
EL42,2004,318813.0
EL43,2004,596426.0
EL51,2004,594512.0
EL52,2004,1871566.0
EL53,2004,287800.0
EL54,2004,342123.0
EL61,2004,742574.0
EL62,2004,206877.0
EL63,2004,700215.0
EL64,2004,556835.0
EL65,2004,588214.0
ES11,2004,2711586.0
ES12,2004,1062412.0
ES13,2004,548014.0
ES21,2004,2103103.0
ES22,2004,576346.0
ES23,2004,291082.0
ES24,2004,1237774.0
ES30,2004,5766554.0
ES41,2004,2471132.0
ES42,2004,1833543.0
ES43,2004,1064374.0
ES51,2004,6712748.0
ES52,2004,4441941.0
ES53,2004,912965.0
ES61,2004,7596534.0
ES62,2004,1276816.0
ES63,2004,71538.0
ES64,2004,64747.0
ES70,2004,1804242.0
EU28,2004,492555798.0
FI19,2004,1325241.0
FI1B,2004,1429869.0
FI1C,2004,1138646.0
FI1D,2004,1299629.0
FI20,2004,26347.0
FR10,2004,11350290.0
FRB0,2004,2494279.0
FRC1,2004,1622456.0
FRC2,2004,1140478.0
FRD1,2004,1447429.0
FRD2,2004,1801791.0
FRE1,2004,4010548.0
FRE2,2004,1883409.0
FRF1,2004,1791145.0
FRF2,2004,1339597.0
FRF3,2004,2328136.0
FRG0,2004,3379784.0
FRH0,2004,3037077.0
FRI1,2004,3054587.0
FRI2,2004,723906.0
FRI3,2004,1698020.0
FRJ1,2004,2459969.0
FRJ2,2004,2707583.0
FRK1,2004,1327104.0
FRK2,2004,5904729.0
FRL0,2004,4719132.0
FRM0,2004,283972.0
FRY2,2004,393852.0
FRY3,2004,193167.0
FRY4,2004,761630.0
HR03,2004,1384187.0
HR04,2004,2921538.0
HU11,2004,1705309.0
HU12,2004,1124395.0
HU21,2004,1112984.0
HU22,2004,1003185.0
HU23,2004,983612.0
HU31,2004,1280040.0
HU32,2004,1547003.0
HU33,2004,1360214.0
HUXX,2004,0.0
IS00,2004,290570.0
ITC1,2004,4260654.0
ITC2,2004,121692.0
ITC3,2004,1572910.0
ITC4,2004,9173501.0
ITF1,2004,1278658.0
ITF2,2004,320359.0
ITF3,2004,5731441.0
ITF4,2004,4034841.0
ITF5,2004,594505.0
ITF6,2004,2000597.0
ITG1,2004,4977097.0
ITG2,2004,1634673.0
ITH1,2004,470363.0
ITH2,2004,488099.0
ITH3,2004,4622493.0
ITH4,2004,1196333.0
ITH5,2004,4080856.0
ITI1,2004,3543673.0
ITI2,2004,841789.0
ITI3,2004,1481118.0
ITI4,2004,5186338.0
LI00,2004,34294.0
LT01,2004,841748.0
LT02,2004,2557181.0
LU00,2004,454960.0
LV00,2004,2276520.0
ME00,2004,612214.0
MK00,2004,2029892.0
MT00,2004,399867.0
NL11,2004,574384.0
NL12,2004,642066.0
NL13,2004,482415.0
NL21,2004,1105512.0
NL22,2004,1966929.0
NL23,2004,359904.0
NL31,2004,1162258.0
NL32,2004,2587265.0
NL33,2004,3451942.0
NL34,2004,379028.0
NL41,2004,2406994.0
NL42,2004,1139335.0
NO01,2004,1010504.0
NO02,2004,372016.0
NO03,2004,884603.0
NO04,2004,652349.0
NO05,2004,796851.0
NO06,2004,398239.0
NO07,2004,462895.0
PL21,2004,3252949.0
PL22,2004,4714982.0
PL41,2004,3359932.0
PL42,2004,1696073.0
PL43,2004,1008786.0
PL51,2004,2898313.0
PL52,2004,1055667.0
PL61,2004,2068142.0
PL62,2004,1428885.0
PL63,2004,2188918.0
PT11,2004,3713740.0
PT15,2004,413611.0
PT16,2004,2354349.0
PT17,2004,2719233.0
PT18,2004,774276.0
PT20,2004,243916.0
PT30,2004,253925.0
RO11,2004,2743281.0
RO12,2004,2543512.0
RO21,2004,3742868.0
RO22,2004,2855044.0
RO31,2004,3350248.0
RO32,2004,2208254.0
RO41,2004,2325020.0
RO42,2004,1943025.0
SE11,2004,1860872.0
SE12,2004,1509841.0
SE21,2004,798528.0
SE22,2004,1302586.0
SE23,2004,1796314.0
SE31,2004,826949.0
SE32,2004,371750.0
SE33,2004,508830.0
SI03,2004,1093167.0
SI04,2004,903266.0
SK01,2004,594113.0
SK02,2004,1858211.0
SK03,2004,1352279.0
SK04,2004,1567272.0
TR10,2004,11696330.0
TR21,2004,1365879.0
TR22,2004,1555948.0
TR31,2004,3559964.0
TR32,2004,2493810.0
TR33,2004,2928439.0
TR41,2004,3154461.0
TR42,2004,2823734.0
TR51,2004,4123944.0
TR52,2004,2117905.0
TR61,2004,2251262.0
TR62,2004,3465392.0
TR63,2004,2712231.0
TR71,2004,1470820.0
TR72,2004,2260828.0
TR81,2004,1016534.0
TR82,2004,725748.0
TR83,2004,2743395.0
TR90,2004,2454855.0
TRA1,2004,1080145.0
TRA2,2004,1128812.0
TRB1,2004,1549730.0
TRB2,2004,1877261.0
TRC1,2004,2083867.0
TRC2,2004,2728358.0
TRC3,2004,1817600.0
UKC1,2004,1146883.0
UKC2,2004,1393559.0
UKD1,2004,493086.0
UKD3,2004,2544360.0
UKD4,2004,1430877.0
UKD6,2004,873257.0
UKD7,2004,1486066.0
UKE1,2004,890940.0
UKE2,2004,763325.0
UKE3,2004,1280024.0
UKE4,2004,2110529.0
UKF1,2004,2013740.0
UKF2,2004,1591648.0
UKF3,2004,667842.0
UKG1,2004,1240657.0
UKG2,2004,1505553.0
UKG3,2004,2589692.0
UKH1,2004,2231970.0
UKH2,2004,1621121.0
UKH3,2004,1638381.0
UKI3,2004,1040785.0
UKI4,2004,1866665.0
UKI5,2004,1592431.0
UKI6,2004,1154550.0
UKI7,2004,1759905.0
UKJ1,2004,2120767.0
UKJ2,2004,2580452.0
UKJ3,2004,1802994.0
UKJ4,2004,1606626.0
UKK1,2004,2206808.0
UKK2,2004,1211551.0
UKK3,2004,512391.0
UKK4,2004,1091729.0
UKL1,2004,1876909.0
UKL2,2004,1070407.0
UKM5,2004,441522.0
UKM6,2004,439966.0
UKN0,2004,1709428.0
AT11,2005,278032.0
AT12,2005,1568949.0
AT13,2005,1632569.0
AT21,2005,558926.0
AT22,2005,1196780.0
AT31,2005,1394726.0
AT32,2005,522369.0
AT33,2005,688954.0
AT34,2005,360054.0
BE10,2005,1006749.0
BE21,2005,1676858.0
BE22,2005,809942.0
BE23,2005,1380072.0
BE24,2005,1037786.0
BE25,2005,1138503.0
BE31,2005,363776.0
BE32,2005,1286275.0
BE33,2005,1034024.0
BE34,2005,256004.0
BE35,2005,455863.0
BG31,2005,954395.0
BG32,2005,938073.0
BG33,2005,996533.0
BG34,2005,1128102.0
BG41,2005,2122105.0
BG42,2005,1549365.0
CH01,2005,1362754.0
CH02,2005,1690135.0
CH03,2005,1017180.0
CH04,2005,1261810.0
CH05,2005,1059586.0
CH06,2005,703706.0
CH07,2005,319931.0
CY00,2005,733067.0
CZ01,2005,1161334.0
CZ02,2005,1143925.0
CZ03,2005,1173457.0
CZ04,2005,1122142.0
CZ05,2005,1478378.0
CZ06,2005,1642020.0
CZ07,2005,1228319.0
CZ08,2005,1249280.0
DE11,2005,4003172.0
DE12,2005,2727733.0
DE13,2005,2185027.0
DE14,2005,1801487.0
DE21,2005,4211118.0
DE22,2005,1196178.0
DE23,2005,1090289.0
DE24,2005,1106541.0
DE25,2005,1708972.0
DE26,2005,1344629.0
DE27,2005,1786166.0
DE30,2005,3387828.0
DE40,2005,2567704.0
DE50,2005,663213.0
DE60,2005,1734830.0
DE71,2005,3775025.0
DE72,2005,1064228.0
DE73,2005,1258512.0
DE80,2005,1719653.0
DE91,2005,1658918.0
DE92,2005,2166626.0
DE93,2005,1702971.0
DE94,2005,2472394.0
DEA1,2005,5237855.0
DEA2,2005,4363797.0
DEA3,2005,2624489.0
DEA4,2005,2072488.0
DEA5,2005,3776723.0
DEB1,2005,1527507.0
DEB2,2005,513861.0
DEB3,2005,2019737.0
DEC0,2005,1056417.0
DED2,2005,1667676.0
DEE0,2005,2494437.0
DEF0,2005,2828760.0
DEG0,2005,2355280.0
EE00,2005,1358850.0
EFTA,2005,12349642.0
EL30,2005,3952793.0
EL41,2005,199177.0
EL42,2005,321798.0
EL43,2005,600490.0
EL51,2005,597258.0
EL52,2005,1880517.0
EL53,2005,287631.0
EL54,2005,342454.0
EL61,2005,741599.0
EL62,2005,206688.0
EL63,2005,697975.0
EL64,2005,555282.0
EL65,2005,586250.0
ES11,2005,2720689.0
ES12,2005,1062753.0
ES13,2005,554688.0
ES21,2005,2115260.0
ES22,2005,584365.0
ES23,2005,298045.0
ES24,2005,1255077.0
ES30,2005,5866219.0
ES41,2005,2482797.0
ES42,2005,1874017.0
ES43,2005,1070096.0
ES51,2005,6870811.0
ES52,2005,4567163.0
ES53,2005,940121.0
ES61,2005,7730696.0
ES62,2005,1313496.0
ES63,2005,71977.0
ES64,2005,64910.0
ES70,2005,1853158.0
EU28,2005,494598322.0
FI19,2005,1330371.0
FI1B,2005,1439400.0
FI1C,2005,1140563.0
FI1D,2005,1299747.0
FI20,2005,26530.0
FR10,2005,11442143.0
FRB0,2005,2507246.0
FRC1,2005,1626190.0
FRC2,2005,1145744.0
FRD1,2005,1452425.0
FRD2,2005,1806677.0
FRE1,2005,4015613.0
FRE2,2005,1889028.0
FRF1,2005,1803402.0
FRF2,2005,1339400.0
FRF3,2005,2332468.0
FRG0,2005,3415391.0
FRH0,2005,3066585.0
FRI1,2005,3088196.0
FRI2,2005,727487.0
FRI3,2005,1711307.0
FRJ1,2005,2497718.0
FRJ2,2005,2743073.0
FRK1,2005,1331779.0
FRK2,2005,5963736.0
FRL0,2005,4768564.0
FRM0,2005,289092.0
FRY2,2005,395982.0
FRY3,2005,199206.0
FRY4,2005,772907.0
HR03,2005,1392937.0
HR04,2005,2917924.0
HU11,2005,1697343.0
HU12,2005,1143629.0
HU21,2005,1110897.0
HU22,2005,1000348.0
HU23,2005,977465.0
HU31,2005,1271111.0
HU32,2005,1541818.0
HU33,2005,1354938.0
HUXX,2005,0.0
IS00,2005,293577.0
ITC1,2005,4284486.0
ITC2,2005,122799.0
ITC3,2005,1580613.0
ITC4,2005,9299835.0
ITF1,2005,1287157.0
ITF2,2005,319728.0
ITF3,2005,5759450.0
ITF4,2005,4048188.0
ITF5,2005,593185.0
ITF6,2005,1992027.0
ITG1,2005,4985221.0
ITG2,2005,1637508.0
ITH1,2005,475176.0
ITH2,2005,494740.0
ITH3,2005,4674934.0
ITH4,2005,1201350.0
ITH5,2005,4129525.0
ITI1,2005,3574966.0
ITI2,2005,849774.0
ITI3,2005,1493103.0
ITI4,2005,5240603.0
LI00,2005,34600.0
LT01,2005,838556.0
LT02,2005,2516664.0
LU00,2005,461230.0
LV00,2005,2249724.0
ME00,2005,613420.0
MK00,2005,2035196.0
MT00,2005,402668.0
NL11,2005,575072.0
NL12,2005,642977.0
NL13,2005,483369.0
NL21,2005,1109432.0
NL22,2005,1972010.0
NL23,2005,365859.0
NL31,2005,1171291.0
NL32,2005,2599103.0
NL33,2005,3458381.0
NL34,2005,379978.0
NL41,2005,2411359.0
NL42,2005,1136695.0
NO01,2005,1024064.0
NO02,2005,371550.0
NO03,2005,889058.0
NO04,2005,657976.0
NO05,2005,800064.0
NO06,2005,401011.0
NO07,2005,462640.0
PL21,2005,3260201.0
PL22,2005,4700771.0
PL41,2005,3365283.0
PL42,2005,1694865.0
PL43,2005,1009168.0
PL51,2005,2893055.0
PL52,2005,1051531.0
PL61,2005,2068258.0
PL62,2005,1428714.0
PL63,2005,2194041.0
PT11,2005,3716870.0
PT15,2005,418530.0
PT16,2005,2352891.0
PT17,2005,2732440.0
PT18,2005,773134.0
PT20,2005,244491.0
PT30,2005,256316.0
RO11,2005,2742676.0
RO12,2005,2533421.0
RO21,2005,3735512.0
RO22,2005,2849959.0
RO31,2005,3338195.0
RO32,2005,2209768.0
RO41,2005,2313903.0
RO42,2005,1935094.0
SE11,2005,1872900.0
SE12,2005,1514549.0
SE21,2005,799739.0
SE22,2005,1311254.0
SE23,2005,1805683.0
SE31,2005,826188.0
SE32,2005,371619.0
SE33,2005,509460.0
SI03,2005,1092416.0
SI04,2005,905174.0
SK01,2005,592759.0
SK02,2005,1855358.0
SK03,2005,1352313.0
SK04,2005,1572255.0
TR10,2005,11908577.0
TR21,2005,1388193.0
TR22,2005,1565298.0
TR31,2005,3603398.0
TR32,2005,2524473.0
TR33,2005,2931223.0
TR41,2005,3206243.0
TR42,2005,2878130.0
TR51,2005,4206845.0
TR52,2005,2134211.0
TR61,2005,2301808.0
TR62,2005,3498606.0
TR63,2005,2744055.0
TR71,2005,1473394.0
TR72,2005,2269189.0
TR81,2005,1016562.0
TR82,2005,727489.0
TR83,2005,2739957.0
TR90,2005,2463105.0
TRA1,2005,1078965.0
TRA2,2005,1130994.0
TRB1,2005,1561649.0
TRB2,2005,1897190.0
TRC1,2005,2126759.0
TRC2,2005,2790121.0
TRC3,2005,1843783.0
UKC1,2005,1149222.0
UKC2,2005,1394524.0
UKD1,2005,495949.0
UKD3,2005,2557067.0
UKD4,2005,1437098.0
UKD6,2005,877286.0
UKD7,2005,1487892.0
UKE1,2005,897815.0
UKE2,2005,769411.0
UKE3,2005,1288363.0
UKE4,2005,2130234.0
UKF1,2005,2027643.0
UKF2,2005,1607741.0
UKF3,2005,674910.0
UKG1,2005,1247460.0
UKG2,2005,1513156.0
UKG3,2005,2602894.0
UKH1,2005,2257246.0
UKH2,2005,1628689.0
UKH3,2005,1649813.0
UKI3,2005,1055913.0
UKI4,2005,1880782.0
UKI5,2005,1602478.0
UKI6,2005,1159646.0
UKI7,2005,1777605.0
UKJ1,2005,2137192.0
UKJ2,2005,2595072.0
UKJ3,2005,1815819.0
UKJ4,2005,1620160.0
UKK1,2005,2227452.0
UKK2,2005,1219046.0
UKK3,2005,515683.0
UKK4,2005,1100031.0
UKL1,2005,1885170.0
UKL2,2005,1077971.0
UKM5,2005,444381.0
UKM6,2005,444613.0
UKN0,2005,1720850.0
AT11,2006,279127.0
AT12,2006,1580501.0
AT13,2006,1652449.0
AT21,2006,559277.0
AT22,2006,1200854.0
AT31,2006,1400287.0
AT32,2006,524920.0
AT33,2006,694253.0
AT34,2006,362630.0
BE10,2006,1018804.0
BE21,2006,1688493.0
BE22,2006,814658.0
BE23,2006,1389450.0
BE24,2006,1044133.0
BE25,2006,1141866.0
BE31,2006,366481.0
BE32,2006,1290079.0
BE33,2006,1040297.0
BE34,2006,258547.0
BE35,2006,458574.0
BG31,2006,934755.0
BG32,2006,923643.0
BG33,2006,991217.0
BG34,2006,1119050.0
BG41,2006,2124449.0
BG42,2006,1536257.0
CH01,2006,1376306.0
CH02,2006,1696509.0
CH03,2006,1021034.0
CH04,2006,1272590.0
CH05,2006,1061852.0
CH06,2006,708561.0
CH07,2006,322276.0
CY00,2006,744013.0
CZ01,2006,1169892.0
CZ02,2006,1157881.0
CZ03,2006,1176931.0
CZ04,2006,1121590.0
CZ05,2006,1481215.0
CZ06,2006,1643258.0
CZ07,2006,1227045.0
CZ08,2006,1245765.0
DE11,2006,4007373.0
DE12,2006,2732455.0
DE13,2006,2190727.0
DE14,2006,1805146.0
DE21,2006,4238195.0
DE22,2006,1196923.0
DE23,2006,1089543.0
DE24,2006,1101390.0
DE25,2006,1712275.0
DE26,2006,1341481.0
DE27,2006,1788919.0
DE30,2006,3395189.0
DE40,2006,2559483.0
DE50,2006,663467.0
DE60,2006,1743627.0
DE71,2006,3778124.0
DE72,2006,1061323.0
DE73,2006,1252907.0
DE80,2006,1707266.0
DE91,2006,1650435.0
DE92,2006,2163919.0
DE93,2006,1704133.0
DE94,2006,2475459.0
DEA1,2006,5226648.0
DEA2,2006,4378622.0
DEA3,2006,2622623.0
DEA4,2006,2069758.0
DEA5,2006,3760454.0
DEB1,2006,1521494.0
DEB2,2006,513363.0
DEB3,2006,2023986.0
DEC0,2006,1050293.0
DED2,2006,1662482.0
DEE0,2006,2469716.0
DEF0,2006,2832950.0
DEG0,2006,2334575.0
EE00,2006,1350700.0
EFTA,2006,12434143.0
EL30,2006,3971441.0
EL41,2006,199187.0
EL42,2006,324712.0
EL43,2006,604682.0
EL51,2006,600034.0
EL52,2006,1890244.0
EL53,2006,287215.0
EL54,2006,342916.0
EL61,2006,741765.0
EL62,2006,206703.0
EL63,2006,696051.0
EL64,2006,554659.0
EL65,2006,585107.0
ES11,2006,2730107.0
ES12,2006,1063488.0
ES13,2006,561042.0
ES21,2006,2127689.0
ES22,2006,592137.0
ES23,2006,302703.0
ES24,2006,1273563.0
ES30,2006,5953546.0
ES41,2006,2494698.0
ES42,2006,1917445.0
ES43,2006,1074937.0
ES51,2006,7010859.0
ES52,2006,4681033.0
ES53,2006,970294.0
ES61,2006,7865788.0
ES62,2006,1351106.0
ES63,2006,72807.0
ES64,2006,67111.0
ES70,2006,1899618.0
EU28,2006,496436597.0
FI19,2006,1334293.0
FI1B,2006,1452083.0
FI1C,2006,1142922.0
FI1D,2006,1299516.0
FI20,2006,26766.0
FR10,2006,11532398.0
FRB0,2006,2519567.0
FRC1,2006,1628837.0
FRC2,2006,1150624.0
FRD1,2006,1456793.0
FRD2,2006,1811055.0
FRE1,2006,4018644.0
FRE2,2006,1894355.0
FRF1,2006,1815493.0
FRF2,2006,1338850.0
FRF3,2006,2335749.0
FRG0,2006,3450413.0
FRH0,2006,3094534.0
FRI1,2006,3119778.0
FRI2,2006,730920.0
FRI3,2006,1724123.0
FRJ1,2006,2534144.0
FRJ2,2006,2776822.0
FRK1,2006,1335938.0
FRK2,2006,6021346.0
FRL0,2006,4815232.0
FRM0,2006,294118.0
FRY2,2006,397732.0
FRY3,2006,205954.0
FRY4,2006,781962.0
HR03,2006,1399795.0
HR04,2006,2912692.0
HU11,2006,1698106.0
HU12,2006,1157564.0
HU21,2006,1108124.0
HU22,2006,1000142.0
HU23,2006,970700.0
HU31,2006,1261489.0
HU32,2006,1533162.0
HU33,2006,1347294.0
HUXX,2006,0.0
IS00,2006,299891.0
ITC1,2006,4296203.0
ITC2,2006,123839.0
ITC3,2006,1580900.0
ITC4,2006,9370827.0
ITF1,2006,1292999.0
ITF2,2006,318452.0
ITF3,2006,5763419.0
ITF4,2006,4053780.0
ITF5,2006,590111.0
ITF6,2006,1981950.0
ITG1,2006,4991319.0
ITG2,2006,1640194.0
ITH1,2006,480403.0
ITH2,2006,499712.0
ITH3,2006,4709768.0
ITH4,2006,1203848.0
ITH5,2006,4162981.0
ITI1,2006,3593492.0
ITI2,2006,855555.0
ITI3,2006,1501891.0
ITI4,2006,5277353.0
LI00,2006,34905.0
LT01,2006,831237.0
LT02,2006,2458598.0
LU00,2006,469086.0
LV00,2006,2227874.0
ME00,2006,613109.0
MK00,2006,2038514.0
MT00,2006,404999.0
NL11,2006,574042.0
NL12,2006,642230.0
NL13,2006,484481.0
NL21,2006,1113529.0
NL22,2006,1975704.0
NL23,2006,370656.0
NL31,2006,1180039.0
NL32,2006,2606584.0
NL33,2006,3458875.0
NL34,2006,380186.0
NL41,2006,2415946.0
NL42,2006,1131938.0
NO01,2006,1039536.0
NO02,2006,371715.0
NO03,2006,893858.0
NO04,2006,663995.0
NO05,2006,804239.0
NO06,2006,404097.0
NO07,2006,462779.0
PL21,2006,3266187.0
PL22,2006,4685775.0
PL41,2006,3372417.0
PL42,2006,1694178.0
PL43,2006,1009198.0
PL51,2006,2888232.0
PL52,2006,1047407.0
PL61,2006,2068253.0
PL62,2006,1428601.0
PL63,2006,2199043.0
PT11,2006,3718061.0
PT15,2006,423539.0
PT16,2006,2350150.0
PT17,2006,2745623.0
PT18,2006,770869.0
PT20,2006,245118.0
PT30,2006,258628.0
RO11,2006,2729181.0
RO12,2006,2534378.0
RO21,2006,3734946.0
RO22,2006,2843624.0
RO31,2006,3321392.0
RO32,2006,2215701.0
RO41,2006,2301833.0
RO42,2006,1929158.0
SE11,2006,1889945.0
SE12,2006,1518077.0
SE21,2006,800054.0
SE22,2006,1320160.0
SE23,2006,1814323.0
SE31,2006,825037.0
