region,year,gdp
AT31,2004,40280.4
AT32,2004,17258.22
AT33,2004,20306.36
AT34,2004,10854.31
ATZZ,2004,114.52
BE10,2004,57619.35
BE21,2004,55681.61
BE22,2004,18762.34
BE23,2004,34752.22
BE24,2004,30324.9
BE25,2004,30169.34
BE31,2004,10461.78
BE32,2004,23825.12
BE33,2004,21290.71
BE34,2004,4850.96
BE35,2004,8861.04
BEZZ,2004,220.34
BG31,2004,2046.35
BG32,2004,2041.65
BG33,2004,2391.23
BG34,2004,2845.76
BG41,2004,8467.26
BG42,2004,3300.92
CY00,2004,13937.98
CZ01,2004,23859.75
CZ02,2004,10527.55
CZ03,2004,10292.22
CZ04,2004,8440.08
CZ05,2004,11719.33
CZ06,2004,13625.97
CZ07,2004,8994.53
CZ08,2004,9363.4
DE11,2004,142020.35
DE12,2004,86248.74
DE13,2004,57887.42
DE14,2004,51484.14
DE21,2004,171006.96
DE22,2004,31018.51
DE23,2004,29010.87
DE24,2004,26987.39
DE25,2004,52159.53
DE26,2004,36650.88
DE27,2004,47872.27
DE30,2004,86655.25
DE40,2004,48748.81
DE50,2004,24779.04
DE60,2004,87232.0
DE71,2004,153554.4
DE72,2004,26424.05
DE73,2004,32893.27
DE80,2004,30955.9
DE91,2004,47591.22
DE92,2004,55929.55
DE93,2004,32731.35
DE94,2004,58619.33
DEA1,2004,161106.07
DEA2,2004,134518.22
DEA3,2004,62308.56
DEA4,2004,53716.76
DEA5,2004,91076.05
DEB1,2004,35569.31
DEB2,2004,11578.59
DEB3,2004,53823.16
DEC0,2004,27716.96
DED2,2004,35105.61
DED4,2004,30135.0
DED5,2004,20714.99
DEE0,2004,46161.76
DEF0,2004,67530.3
DEG0,2004,43517.42
DK01,2004,74661.65
DK02,2004,21921.58
DK03,2004,39686.88
DK04,2004,41914.19
DK05,2004,18574.79
DKZZ,2004,6156.84
EE00,2004,9779.62
EL30,2004,88216.04
EL41,2004,2541.65
EL42,2004,6045.76
EL43,2004,9490.98
EL51,2004,7389.56
EL52,2004,26283.9
EL53,2004,4389.43
EL54,2004,4196.38
EL61,2004,10211.3
EL62,2004,3509.12
EL63,2004,9264.09
EL64,2004,9340.7
EL65,2004,8026.3
ES11,2004,44249.7
ES12,2004,18115.3
ES13,2004,10327.2
ES21,2004,51495.0
ES22,2004,14550.3
ES23,2004,6383.7
ES24,2004,26975.7
ES30,2004,153296.9
ES41,2004,45368.9
ES42,2004,30276.1
ES43,2004,14509.2
ES51,2004,162519.7
ES52,2004,83792.7
ES53,2004,21228.5
ES61,2004,119026.6
ES62,2004,22159.2
ES63,2004,1170.8
ES64,2004,1076.5
ES70,2004,32847.2
ESZZ,2004,689.7
FI19,2004,35572.32
FI1B,2004,57833.31
FI1C,2004,32221.8
FI1D,2004,32027.74
FI20,2004,1024.66
FIZZ,2004,61.16
FR10,2004,479176.3
FRB0,2004,60330.4
FRC1,2004,38207.1
FRC2,2004,27357.2
FRD1,2004,34190.3
FRD2,2004,44164.2
FRE1,2004,85072.2
FRE2,2004,40219.3
FRF1,2004,47377.6
FRF2,2004,33703.8
FRF3,2004,51707.2
FRG0,2004,81918.8
FRH0,2004,71949.0
FRI1,2004,74306.9
FRI2,2004,15685.0
FRI3,2004,38472.1
FRJ1,2004,55453.5
FRJ2,2004,64072.6
FRK1,2004,29135.9
FRK2,2004,164000.2
FRL0,2004,122698.1
FRM0,2004,6112.7
FRY1,2004,7069.4
FRY2,2004,6722.7
FRY3,2004,2753.4
FRY4,2004,12734.6
FRY5,2004,766.5
FRZZ,2004,750.7
HR02,2004,7045.62
HR03,2004,10952.8
HR05,2004,10508.46
HR06,2004,5295.86
HU11,2004,29110.0
HU12,2004,8345.82
HU21,2004,8717.7
HU22,2004,8697.52
HU23,2004,5708.2
HU31,2004,6737.34
HU32,2004,8524.68
HU33,2004,7957.04
HUZZ,2004,0.0
IE04,2004,18700.64
IE05,2004,47030.11
IE06,2004,90529.2
ITC1,2004,114248.21
ITC2,2004,4156.66
ITC3,2004,42207.35
ITC4,2004,310748.04
ITF1,2004,26316.62
ITF2,2004,6311.53
ITF3,2004,96152.21
ITF4,2004,65370.87
ITF5,2004,10508.27
ITF6,2004,30715.62
ITG1,2004,79562.1
ITG2,2004,29064.08
ITH1,2004,16992.09
ITH2,2004,15739.86
ITH3,2004,131425.14
ITH4,2004,31327.08
ITH5,2004,123378.25
ITI1,2004,94370.34
ITI2,2004,20223.9
ITI3,2004,35554.9
ITI4,2004,172009.48
ITZZ,2004,973.58
LT01,2004,6625.65
LT02,2004,11686.83
LU00,2004,28189.39
LV00,2004,11226.62
LVZZ,2004,3.11
MK00,2004,4577.74
MT00,2004,4905.39
MTZZ,2004,10.19
NL11,2004,20683.86
NL12,2004,15247.71
NL13,2004,11439.15
NL21,2004,29232.63
NL22,2004,54234.65
NL23,2004,8987.66
NL32,2004,105818.02
NL34,2004,9369.3
NL35,2004,48183.39
NL36,2004,115296.2
NL41,2004,76798.66
NL42,2004,31885.04
NLZZ,2004,4396.74
PL21,2004,15640.04
PL22,2004,28293.8
PL41,2004,19521.16
PL42,2004,8246.47
PL43,2004,4843.35
PL51,2004,15749.87
PL52,2004,4845.84
PL61,2004,9846.44
PL62,2004,5830.04
PL63,2004,11540.02
PL71,2004,13072.85
PL72,2004,5715.72
PL81,2004,8505.81
PL82,2004,8193.31
PL84,2004,4899.76
PL91,2004,31490.25
PL92,2004,10829.39
PT11,2004,42189.08
PT15,2004,6406.09
PT19,2004,21788.83
PT1A,2004,49183.17
PT1B,2004,8053.67
PT1C,2004,6952.59
PT1D,2004,10802.48
PT20,2004,3071.19
PT30,2004,3665.56
PTZZ,2004,135.74
RO11,2004,7172.71
RO12,2004,7030.57
RO21,2004,6933.86
RO22,2004,7152.81
RO31,2004,7830.97
RO32,2004,12952.99
RO41,2004,5303.48
RO42,2004,5982.96
ROZZ,2004,41.61
RS11,2004,8275.93
RS12,2004,5796.94
RS21,2004,4037.68
RS22,2004,3435.21
RSZZ,2004,14.37
SE11,2004,90015.88
SE12,2004,44690.33
SE21,2004,24349.13
SE22,2004,40404.39
SE23,2004,59036.17
SE31,2004,23679.87
SE32,2004,11473.79
SE33,2004,15984.71
SEZZ,2004,86.59
SI03,2004,12320.3
SI04,2004,15163.96
SK01,2004,8927.83
SK02,2004,11322.27
SK03,2004,7010.39
SK04,2004,7362.92
TR10,2004,97724.86
TR21,2004,7986.14
TR22,2004,7156.58
TR31,2004,21274.33
TR32,2004,11636.15
TR33,2004,10662.67
TR41,2004,18300.35
TR42,2004,18988.41
TR51,2004,29971.45
TR52,2004,7778.35
TR61,2004,12903.39
TR62,2004,13002.05
TR63,2004,8227.36
TR71,2004,4749.93
TR72,2004,8294.77
TR81,2004,3376.03
TR82,2004,2707.82
TR83,2004,8348.81
TR90,2004,7922.48
TRA1,2004,3119.23
TRA2,2004,2093.64
TRB1,2004,4158.05
TRB2,2004,3229.29
TRC1,2004,5537.93
TRC2,2004,6189.01
TRC3,2004,3676.56
AT11,2005,5577.37
AT12,2005,39284.73
AT13,2005,66068.49
AT21,2005,14569.83
AT22,2005,32550.24
AT31,2005,42805.62
AT32,2005,18108.73
AT33,2005,21837.86
AT34,2005,11433.89
ATZZ,2005,117.06
BE10,2005,59500.55
BE21,2005,59450.38
BE22,2005,19244.75
BE23,2005,35993.11
BE24,2005,31741.74
BE25,2005,31353.22
BE31,2005,11295.38
BE32,2005,24687.88
BE33,2005,22238.3
BE34,2005,5100.98
BE35,2005,9254.36
BEZZ,2005,176.95
BG31,2005,2256.86
BG32,2005,2295.51
BG33,2005,2696.08
BG34,2005,3295.26
BG41,2005,9766.57
BG42,2005,3729.62
CY00,2005,15039.29
CZ01,2005,27790.42
CZ02,2005,11626.58
CZ03,2005,11576.76
CZ04,2005,9541.52
CZ05,2005,13275.11
CZ06,2005,15436.09
CZ07,2005,10080.2
CZ08,2005,11092.13
DE11,2005,141519.95
DE12,2005,88054.3
DE13,2005,58766.28
DE14,2005,52516.68
DE21,2005,174481.73
DE22,2005,31482.55
DE23,2005,29786.42
DE24,2005,27138.21
DE25,2005,51865.09
DE26,2005,37891.22
DE27,2005,49050.6
DE30,2005,88787.92
DE40,2005,49634.48
DE50,2005,25341.18
DE60,2005,89388.89
DE71,2005,155040.6
DE72,2005,26860.37
DE73,2005,32918.93
DE80,2005,31079.49
DE91,2005,49899.89
DE92,2005,57784.24
DE93,2005,33163.36
DE94,2005,59530.32
DEA1,2005,162921.39
DEA2,2005,134614.43
DEA3,2005,63492.58
DEA4,2005,55109.83
DEA5,2005,93152.24
DEB1,2005,35884.72
DEB2,2005,11641.59
DEB3,2005,54015.9
DEC0,2005,29124.95
DED2,2005,35001.58
DED4,2005,30096.56
DED5,2005,20804.03
DEE0,2005,46181.94
DEF0,2005,68105.99
DEG0,2005,43579.58
DK01,2005,80207.79
DK02,2005,22600.4
DK03,2005,40273.58
DK04,2005,42809.38
DK05,2005,18997.29
DKZZ,2005,8493.37
EE00,2005,11345.44
EL30,2005,91607.08
EL41,2005,2699.13
EL42,2005,6418.56
EL43,2005,9640.18
EL51,2005,7671.69
EL52,2005,26518.57
EL53,2005,4567.34
EL54,2005,4279.65
EL61,2005,10077.62
EL62,2005,3707.99
EL63,2005,9548.52
EL64,2005,9717.97
EL65,2005,8319.07
ES11,2005,47955.3
ES12,2005,19638.0
ES13,2005,11148.7
ES21,2005,55364.2
ES22,2005,15630.2
ES23,2005,6868.9
ES24,2005,28982.2
ES30,2005,165662.0
ES41,2005,48377.6
ES42,2005,33056.9
ES43,2005,15776.6
ES51,2005,174583.9
ES52,2005,90325.6
ES53,2005,22962.2
ES61,2005,129255.8
ES62,2005,24272.4
ES63,2005,1237.0
ES64,2005,1145.0
ES70,2005,35103.7
ESZZ,2005,775.8
FI19,2005,37224.61
FI1B,2005,60294.61
FI1C,2005,33019.31
FI1D,2005,33017.94
FI20,2005,1050.19
FIZZ,2005,59.34
FR10,2005,500395.9
FRB0,2005,61883.6
FRC1,2005,39014.7
FRC2,2005,27765.2
FRD1,2005,35008.3
FRD2,2005,45344.9
FRE1,2005,87919.1
FRE2,2005,41368.6
FRF1,2005,48154.9
FRF2,2005,34154.8
FRF3,2005,52845.0
FRG0,2005,85218.6
FRH0,2005,75267.0
FRI1,2005,77792.1
FRI2,2005,16396.5
FRI3,2005,39428.7
FRJ1,2005,57817.9
FRJ2,2005,67936.8
FRK1,2005,30074.1
FRK2,2005,169943.6
FRL0,2005,129119.2
FRM0,2005,6518.2
FRY1,2005,7566.7
FRY2,2005,7099.2
FRY3,2005,2881.8
FRY4,2005,13564.4
FRY5,2005,858.7
FRZZ,2005,709.2
HR02,2005,7471.21
HR03,2005,11811.14
HR05,2005,11819.02
HR06,2005,5733.54
HU11,2005,32389.26
HU12,2005,9359.38
HU21,2005,9391.5
HU22,2005,9040.69
HU23,2005,5966.41
HU31,2005,7398.4
HU32,2005,9020.04
HU33,2005,8433.82
HUZZ,2005,0.0
IE04,2005,20659.28
IE05,2005,50137.32
IE06,2005,99510.17
ITC1,2005,117323.17
ITC2,2005,4288.01
ITC3,2005,43428.38
ITC4,2005,319513.69
ITF1,2005,27600.04
ITF2,2005,6462.19
ITF3,2005,98707.61
ITF4,2005,66738.63
ITF5,2005,10648.91
ITF6,2005,31577.08
ITG1,2005,83290.63
ITG2,2005,29696.18
ITH1,2005,17308.45
ITH2,2005,16110.95
ITH3,2005,135169.05
ITH4,2005,32645.72
ITH5,2005,126866.43
ITI1,2005,96457.05
ITI2,2005,20619.65
ITI3,2005,36607.86
ITI4,2005,177059.18
ITZZ,2005,954.35
LT01,2005,7725.59
LT02,2005,13260.38
LU00,2005,30280.99
LV00,2005,13213.35
LVZZ,2005,13.56
MK00,2005,5032.01
MT00,2005,5122.48
MTZZ,2005,11.28
NL11,2005,22986.02
NL12,2005,15941.67
NL13,2005,11837.98
NL21,2005,30439.4
NL22,2005,55975.06
NL23,2005,9442.29
NL32,2005,109316.21
NL34,2005,9537.81
NL35,2005,49964.49
NL36,2005,120566.51
NL41,2005,80080.27
NL42,2005,32420.45
NLZZ,2005,4613.84
PL21,2005,18711.46
PL22,2005,32491.22
PL41,2005,23509.43
PL42,2005,9882.63
PL43,2005,5893.61
PL51,2005,19211.93
PL52,2005,5621.61
PL61,2005,11515.79
PL62,2005,6927.63
PL63,2005,13928.49
PL71,2005,15597.55
PL72,2005,6500.68
PL81,2005,10011.57
PL82,2005,9722.32
PL84,2005,5848.09
PL91,2005,38726.68
PL92,2005,12802.86
PT11,2005,44166.72
PT15,2005,6800.08
PT19,2005,22573.39
PT1A,2005,51213.91
PT1B,2005,8372.46
PT1C,2005,7329.42
PT1D,2005,10853.49
PT20,2005,3238.49
PT30,2005,3895.31
PTZZ,2005,109.44
RO11,2005,9242.56
RO12,2005,8906.44
RO21,2005,8775.92
RO22,2005,8974.12
RO31,2005,10071.3
RO32,2005,18991.73
RO41,2005,6468.29
RO42,2005,7737.38
ROZZ,2005,56.18
RS11,2005,8836.36
RS12,2005,6127.04
RS21,2005,4280.31
RS22,2005,3520.03
RSZZ,2005,13.42
SE11,2005,92469.37
SE12,2005,45341.7
SE21,2005,24021.06
SE22,2005,41191.38
SE23,2005,60176.38
SE31,2005,23935.01
SE32,2005,11736.48
SE33,2005,16388.16
SEZZ,2005,88.85
SI03,2005,12939.56
SI04,2005,15974.85
SK01,2005,10830.37
SK02,2005,12648.39
SK03,2005,7599.64
SK04,2005,8161.25
TR10,2005,121518.78
TR21,2005,9983.55
TR22,2005,8821.28
TR31,2005,26039.24
TR32,2005,14056.09
TR33,2005,13103.93
TR41,2005,23013.16
TR42,2005,23430.16
TR51,2005,37147.92
TR52,2005,9483.74
TR61,2005,15854.01
TR62,2005,16036.71
TR63,2005,10443.26
TR71,2005,5712.03
TR72,2005,10254.62
TR81,2005,4174.65
TR82,2005,3252.62
TR83,2005,10330.86
TR90,2005,10056.99
TRA1,2005,3748.97
TRA2,2005,2535.45
TRB1,2005,5406.37
TRB2,2005,3978.21
TRC1,2005,7014.51
TRC2,2005,7333.74
TRC3,2005,4497.3
AT11,2006,5832.66
AT12,2006,41374.73
AT13,2006,69354.88
AT21,2006,15395.25
AT22,2006,34446.42
AT31,2006,45092.34
AT32,2006,19180.14
AT33,2006,23056.99
AT34,2006,12084.73
ATZZ,2006,115.51
BE10,2006,62125.09
BE21,2006,61495.13
BE22,2006,20541.35
BE23,2006,38106.79
BE24,2006,33822.53
BE25,2006,33471.28
BE31,2006,11352.17
BE32,2006,25599.3
BE33,2006,23248.53
BE34,2006,5451.47
BE35,2006,9763.76
BEZZ,2006,174.11
BG31,2006,2339.16
BG32,2006,2463.75
BG33,2006,3106.56
BG34,2006,3526.01
BG41,2006,11822.17
BG42,2006,4151.9
CY00,2006,16263.82
CZ01,2006,31427.99
CZ02,2006,13576.08
CZ03,2006,13119.86
CZ04,2006,10587.24
CZ05,2006,14860.12
CZ06,2006,17419.87
CZ07,2006,11334.35
CZ08,2006,12233.51
DE11,2006,152280.85
DE12,2006,92947.92
DE13,2006,62186.78
DE14,2006,55254.48
DE21,2006,182394.38
DE22,2006,32646.35
DE23,2006,30909.17
DE24,2006,28712.37
DE25,2006,53949.93
DE26,2006,39197.43
DE27,2006,51579.9
DE30,2006,92450.44
DE40,2006,52072.05
DE50,2006,26576.98
DE60,2006,90512.6
DE71,2006,160478.05
DE72,2006,27668.88
DE73,2006,34235.73
DE80,2006,32112.0
DE91,2006,51594.67
DE92,2006,61226.69
DE93,2006,34567.64
DE94,2006,62697.03
DEA1,2006,166921.2
DEA2,2006,140903.66
DEA3,2006,66386.49
DEA4,2006,56961.79
DEA5,2006,96366.32
DEB1,2006,37347.09
DEB2,2006,12003.59
DEB3,2006,56434.78
DEC0,2006,30408.13
DED2,2006,36279.73
DED4,2006,31786.2
DED5,2006,22266.01
DEE0,2006,48330.52
DEF0,2006,70063.62
DEG0,2006,45468.67
DK01,2006,81542.18
DK02,2006,24041.76
DK03,2006,43580.75
DK04,2006,46735.83
DK05,2006,20532.8
DKZZ,2006,9497.51
EE00,2006,13571.16
EL30,2006,102543.71
EL41,2006,2991.63
EL42,2006,6984.52
EL43,2006,10495.86
EL51,2006,7901.63
EL52,2006,29036.75
EL53,2006,4934.48
EL54,2006,4615.5
EL61,2006,10963.7
EL62,2006,3943.37
EL63,2006,10581.15
EL64,2006,10077.75
EL65,2006,9228.82
ES11,2006,51960.2
ES12,2006,21339.0
ES13,2006,11951.9
ES21,2006,59871.8
ES22,2006,16772.2
ES23,2006,7427.0
ES24,2006,31411.6
ES30,2006,180932.5
ES41,2006,51563.9
ES42,2006,35995.2
ES43,2006,16827.0
ES51,2006,189253.2
ES52,2006,98090.7
ES53,2006,24935.4
ES61,2006,139373.5
ES62,2006,26355.8
ES63,2006,1327.1
ES64,2006,1227.1
ES70,2006,37445.8
ESZZ,2006,915.1
FI19,2006,38741.71
FI1B,2006,64213.88
FI1C,2006,34142.4
FI1D,2006,34617.13
FI20,2006,1077.33
FIZZ,2006,68.54
FR10,2006,519966.0
FRB0,2006,64446.6
FRC1,2006,40760.1
FRC2,2006,28511.1
FRD1,2006,36474.8
FRD2,2006,47151.1
FRE1,2006,92375.5
FRE2,2006,42574.5
FRF1,2006,50174.0
FRF2,2006,35222.1
FRF3,2006,54810.0
FRG0,2006,88927.5
FRH0,2006,78901.9
FRI1,2006,82440.3
FRI2,2006,17100.1
FRI3,2006,41099.8
FRJ1,2006,60670.9
FRJ2,2006,73664.3
FRK1,2006,31186.8
FRK2,2006,180289.8
FRL0,2006,136109.3
FRM0,2006,7005.4
FRY1,2006,8005.7
FRY2,2006,7473.5
FRY3,2006,3134.0
FRY4,2006,14461.3
FRY5,2006,990.2
FRZZ,2006,2094.2
HR02,2006,8425.89
HR03,2006,12908.58
HR05,2006,13076.69
HR06,2006,6209.86
HU11,2006,33478.15
HU12,2006,9347.63
HU21,2006,9226.17
HU22,2006,9418.68
HU23,2006,5906.02
HU31,2006,7293.51
HU32,2006,8975.5
HU33,2006,8392.31
HUZZ,2006,0.0
IE04,2006,21442.08
IE05,2006,54734.65
IE06,2006,108739.52
ITC1,2006,122147.69
ITC2,2006,4451.05
ITC3,2006,44834.05
ITC4,2006,329787.74
ITF1,2006,28841.84
ITF2,2006,6886.73
ITF3,2006,102528.58
ITF4,2006,69610.13
ITF5,2006,11259.14
ITF6,2006,32702.88
ITG1,2006,86571.6
ITG2,2006,31176.94
ITH1,2006,18311.32
ITH2,2006,16732.47
ITH3,2006,140252.72
ITH4,2006,34219.97
ITH5,2006,134027.04
ITI1,2006,100811.01
ITI2,2006,21657.86
ITI3,2006,38631.2
ITI4,2006,183404.22
ITZZ,2006,1017.81
LT01,2006,9202.95
LT02,2006,14796.64
LU00,2006,34175.05
LV00,2006,16433.24
LVZZ,2006,16.13
ME00,2006,2166.28
MK00,2006,5472.17
MT00,2006,5369.53
MTZZ,2006,11.04
NL11,2006,25282.09
NL12,2006,16738.08
NL13,2006,12583.66
NL21,2006,32229.38
NL22,2006,60160.3
NL23,2006,10488.44
NL32,2006,115011.68
NL34,2006,9887.56
NL35,2006,52661.64
NL36,2006,127614.46
NL41,2006,84794.25
NL42,2006,34144.55
NLZZ,2006,5847.92
PL21,2006,21324.59
PL22,2006,35601.67
PL41,2006,25960.97
PL42,2006,10945.94
PL43,2006,6532.32
PL51,2006,22197.48
PL52,2006,6121.34
PL61,2006,12870.57
PL62,2006,7664.27
PL63,2006,15575.29
PL71,2006,17331.9
PL72,2006,7384.13
PL81,2006,10982.82
PL82,2006,10744.84
PL84,2006,6402.65
PL91,2006,43585.88
PL92,2006,14287.04
PT11,2006,46279.47
PT15,2006,7224.16
PT19,2006,23619.88
PT1A,2006,53168.54
PT1B,2006,9133.26
PT1C,2006,7838.28
PT1D,2006,11393.09
PT20,2006,3404.32
PT30,2006,4107.96
PTZZ,2006,91.51
RO11,2006,11470.57
RO12,2006,11148.77
RO21,2006,10567.46
RO22,2006,10907.2
RO31,2006,12352.63
RO32,2006,22856.46
RO41,2006,8050.15
RO42,2006,9799.43
ROZZ,2006,62.87
RS11,2006,10622.4
RS12,2006,6909.91
RS21,2006,4880.99
RS22,2006,4153.75
RSZZ,2006,15.08
SE11,2006,97433.72
SE12,2006,48608.63
SE21,2006,26070.47
SE22,2006,43917.25
SE23,2006,65235.16
SE31,2006,25371.49
SE32,2006,12198.29
SE33,2006,17941.24
SEZZ,2006,90.43
SI03,2006,13886.15
SI04,2006,17414.03
SK01,2006,12186.92
SK02,2006,15521.29
SK03,2006,8763.8
SK04,2006,9119.96
TR10,2006,132338.1
TR21,2006,10685.7
TR22,2006,9413.89
TR31,2006,28454.03
TR32,2006,15610.57
TR33,2006,14184.43
TR41,2006,25206.75
TR42,2006,26198.69
TR51,2006,40869.91
TR52,2006,10116.87
TR61,2006,17321.91
TR62,2006,17241.23
TR63,2006,10604.65
TR71,2006,5962.12
TR72,2006,10864.35
TR81,2006,4538.57
TR82,2006,3338.72
TR83,2006,10906.49
TR90,2006,10865.2
TRA1,2006,4017.19
TRA2,2006,2680.59
TRB1,2006,5612.78
TRB2,2006,4271.3
TRC1,2006,7767.25
TRC2,2006,7963.87
TRC3,2006,4899.41
AT11,2007,6226.38
AT12,2007,44227.36
AT13,2007,72705.38
AT21,2007,16533.38
AT22,2007,36855.76
AT31,2007,47961.39
AT32,2007,20551.2
AT33,2007,24186.52
AT34,2007,12845.34
ATZZ,2007,114.41
BE10,2007,64604.73
BE21,2007,65422.79
BE22,2007,21814.43
BE23,2007,40732.43
BE24,2007,35700.8
BE25,2007,35549.38
BE31,2007,12404.8
BE32,2007,26901.32
BE33,2007,24499.49
BE34,2007,5652.55
BE35,2007,10157.41
BEZZ,2007,178.76
BG31,2007,2663.88
BG32,2007,2805.49
BG33,2007,3615.37
BG34,2007,3892.88
BG41,2007,14767.1
BG42,2007,4719.5
CY00,2007,17591.02
CZ01,2007,36242.19
CZ02,2007,15735.98
CZ03,2007,13370.52
CZ04,2007,11446.0
CZ05,2007,16383.61
CZ06,2007,19759.03
CZ07,2007,12281.82
CZ08,2007,13678.39
DE11,2007,161953.76
DE12,2007,96938.26
DE13,2007,65018.18
DE14,2007,58629.02
DE21,2007,192291.66
DE22,2007,34368.26
DE23,2007,32989.28
DE24,2007,29551.0
DE25,2007,56284.96
DE26,2007,40896.16
DE27,2007,52980.4
DE30,2007,96520.12
DE40,2007,54158.97
DE50,2007,27511.48
DE60,2007,93777.03
DE71,2007,166432.52
DE72,2007,29099.91
DE73,2007,35560.9
DE80,2007,33775.62
DE91,2007,55027.98
DE92,2007,62497.84
DE93,2007,36339.08
DE94,2007,65789.44
DEA1,2007,177823.59
DEA2,2007,148104.12
DEA3,2007,69956.75
DEA4,2007,60689.44
DEA5,2007,101043.46
DEB1,2007,38555.45
DEB2,2007,12520.26
DEB3,2007,59307.11
DEC0,2007,31792.62
DED2,2007,37974.1
DED4,2007,33112.72
DED5,2007,23260.71
DEE0,2007,50489.56
DEF0,2007,71754.76
DEG0,2007,47443.39
DK01,2007,84362.09
DK02,2007,24538.72
DK03,2007,45815.69
DK04,2007,48416.29
DK05,2007,21288.46
DKZZ,2007,9539.02
EE00,2007,16402.16
EL30,2007,109862.71
EL41,2007,3215.35
EL42,2007,7486.31
EL43,2007,11071.02
EL51,2007,8748.0
EL52,2007,31644.28
EL53,2007,5012.75
EL54,2007,4853.16
EL61,2007,11566.72
EL62,2007,4213.01
EL63,2007,11179.13
EL64,2007,10567.4
EL65,2007,9862.93
ES11,2007,56005.7
ES12,2007,22873.6
ES13,2007,12838.7
ES21,2007,63889.5
ES22,2007,17870.5
ES23,2007,7961.8
ES24,2007,34148.5
ES30,2007,194151.5
ES41,2007,55130.5
ES42,2007,39219.9
ES43,2007,18136.9
ES51,2007,202742.1
ES52,2007,104836.7
ES53,2007,26749.5
ES61,2007,149010.3
ES62,2007,28418.1
ES63,2007,1420.5
ES64,2007,1296.1
ES70,2007,39902.0
ESZZ,2007,938.5
FI19,2007,42478.22
FI1B,2007,69876.69
FI1C,2007,36597.43
FI1D,2007,36933.49
FI20,2007,1101.46
FIZZ,2007,71.71
FR10,2007,553253.1
FRB0,2007,67201.9
FRC1,2007,43251.0
FRC2,2007,29671.5
FRD1,2007,37791.5
FRD2,2007,49896.8
FRE1,2007,96819.4
FRE2,2007,44836.9
FRF1,2007,53075.2
FRF2,2007,37059.5
FRF3,2007,56758.1
FRG0,2007,93583.8
FRH0,2007,81933.3
FRI1,2007,86112.7
FRI2,2007,17748.3
FRI3,2007,43405.6
FRJ1,2007,63900.8
FRJ2,2007,74849.1
FRK1,2007,32762.3
FRK2,2007,187946.2
FRL0,2007,141075.2
FRM0,2007,7179.9
FRY1,2007,8241.7
FRY2,2007,7728.2
FRY3,2007,3211.6
FRY4,2007,15461.4
FRY5,2007,1066.0
FRZZ,2007,2055.3
HR02,2007,8994.05
HR03,2007,14407.0
HR05,2007,14207.46
HR06,2007,6814.46
HU11,2007,37180.38
HU12,2007,11348.18
HU21,2007,10388.0
HU22,2007,10227.62
HU23,2007,6584.93
HU31,2007,7934.38
HU32,2007,9589.73
HU33,2007,9115.02
HUZZ,2007,0.0
IE04,2007,23472.26
IE05,2007,58197.58
IE06,2007,115399.56
ITC1,2007,126021.37
ITC2,2007,4567.78
ITC3,2007,47319.53
ITC4,2007,343603.82
ITF1,2007,30037.23
ITF2,2007,7145.67
ITF3,2007,106110.96
ITF4,2007,71368.93
ITF5,2007,11712.67
ITF6,2007,33561.42
ITG1,2007,88358.79
ITG2,2007,32061.7
ITH1,2007,19155.81
ITH2,2007,17597.51
ITH3,2007,146294.3
ITH4,2007,35751.13
ITH5,2007,140647.56
ITI1,2007,105241.21
ITI2,2007,22505.72
ITI3,2007,40349.04
ITI4,2007,191223.39
ITZZ,2007,1079.07
LT01,2007,11431.29
LT02,2007,17602.77
LU00,2007,37641.9
LV00,2007,21567.45
LVZZ,2007,24.95
ME00,2007,2687.08
MK00,2007,6094.49
MT00,2007,5765.6
MTZZ,2007,12.58
NL11,2007,25224.13
NL12,2007,17924.68
NL13,2007,13437.9
NL21,2007,34382.97
NL22,2007,63623.42
NL23,2007,11344.96
NL32,2007,121216.19
NL34,2007,10941.87
NL35,2007,56434.01
NL36,2007,136469.68
NL41,2007,89173.17
NL42,2007,36512.96
NLZZ,2007,6089.05
PL21,2007,24050.21
PL22,2007,40305.1
PL41,2007,29504.13
PL42,2007,12289.25
PL43,2007,7420.54
PL51,2007,25710.15
PL52,2007,7178.34
PL61,2007,14630.67
PL62,2007,8673.29
PL63,2007,17820.06
PL71,2007,19726.74
PL72,2007,8539.47
PL81,2007,12637.4
PL82,2007,12099.73
PL84,2007,7445.97
PL91,2007,50175.43
PL92,2007,16149.22
PT11,2007,49244.39
PT15,2007,7715.68
PT19,2007,24741.83
PT1A,2007,56135.36
PT1B,2007,9596.62
PT1C,2007,8101.93
PT1D,2007,11986.12
PT20,2007,3579.21
PT30,2007,4311.88
PTZZ,2007,70.36
RO11,2007,15357.72
RO12,2007,15110.34
RO21,2007,13800.72
RO22,2007,13791.0
RO31,2007,15917.27
RO32,2007,30690.35
RO41,2007,10232.95
RO42,2007,12620.13
ROZZ,2007,111.55
RS11,2007,13652.22
RS12,2007,8587.57
RS21,2007,6015.19
RS22,2007,4537.51
RSZZ,2007,20.56
SE11,2007,105246.73
SE12,2007,51472.45
SE21,2007,27545.4
SE22,2007,48631.42
SE23,2007,68617.37
SE31,2007,26153.17
SE32,2007,12317.13
SE33,2007,17989.43
SEZZ,2007,91.69
SI03,2007,15455.82
SI04,2007,19481.09
SK01,2007,15437.49
SK02,2007,18733.11
SK03,2007,11010.4
SK04,2007,11173.75
TR10,2007,151114.64
TR21,2007,12279.74
